gRNA	HL60.initial
FAM221A_m23719890	300
FAM221A_m23728936	142
FAM221A_m23728948	185
FAM221A_m23728953	297
FAM221A_m23728968	1136
FAM221A_p23719840	644
FAM221A_p23719848	312
FAM221A_p23719869	646
FAM221A_p23719877	462
FAM221A_p23728939	683
FAM221B_m35825860	494
FAM221B_m35826118	309
FAM221B_p35825870	330
FAM221B_p35825875	540
FAM221B_p35825904	889
FAM221B_p35825914	496
FAM221B_p35825922	732
FAM221B_p35826037	596
FAM221B_p35826062	204
FAM221B_p35826108	751
FAM222A_m110181952	669
FAM222A_m110181961	314
FAM222A_m110181986	153
FAM222A_m110181992	676
FAM222A_m110181998	367
FAM222A_m110182003	85
FAM222A_m110182008	184
FAM222A_m110182019	537
FAM222A_m110205831	214
FAM222A_p110205802	229
FAM222B_m27086740	434
FAM222B_m27086825	339
FAM222B_m27093617	501
FAM222B_m27093667	535
FAM222B_p27086747	827
FAM222B_p27086830	162
FAM222B_p27093628	371
FAM222B_p27093641	613
FAM222B_p27093647	372
FAM222B_p27093655	437
FAM227A_m39041640	706
FAM227A_m39046055	466
FAM227A_m39046073	138
FAM227A_m39046083	188
FAM227A_m39046151	577
FAM227A_m39046161	236
FAM227A_p39046096	1030
FAM227A_p39046105	315
FAM227A_p39046110	1071
FAM227A_p39046118	1738
FAM227B_m49869827	357
FAM227B_m49881997	471
FAM227B_m49882098	224
FAM227B_m49882191	485
FAM227B_m49907327	1905
FAM227B_m49907363	660
FAM227B_p49869842	661
FAM227B_p49903427	299
FAM227B_p49907337	52
FAM227B_p49907347	290
FAM228A_m24398415	887
FAM228A_m24398428	320
FAM228A_m24400731	412
FAM228A_m24406168	692
FAM228A_m24406180	481
FAM228A_p24398368	287
FAM228A_p24398417	382
FAM228A_p24406182	1442
FAM228A_p24406193	836
FAM228A_p24406201	598
FAM228B_m24360809	55
FAM228B_m24369624	451
FAM228B_m24369629	764
FAM228B_m24369856	251
FAM228B_p24347236	696
FAM228B_p24347243	955
FAM228B_p24357990	166
FAM228B_p24369683	707
FAM228B_p24369818	765
FAM228B_p24369859	318
FAM229A_m32827601	1029
FAM229A_m32827607	362
FAM229A_m32827613	327
FAM229A_m32827643	605
FAM229A_m32827671	823
FAM229A_p32827615	599
FAM229A_p32827621	313
FAM229A_p32827635	141
FAM229A_p32827645	858
FAM229A_p32827650	255
FAM229B_m112420508	194
FAM229B_m112420525	529
FAM229B_m112420561	1522
FAM229B_m112420583	266
FAM229B_p112420493	621
FAM229B_p112420510	678
FAM229B_p112420533	277
FAM229B_p112420540	494
FAM229B_p112420567	418
FAM229B_p112420572	680
FAM24A_m124671217	418
FAM24A_m124671230	991
FAM24A_p124671151	626
FAM24A_p124671168	1003
FAM24A_p124671174	0
FAM24A_p124671188	670
FAM24A_p124671200	574
FAM24A_p124671245	190
FAM24A_p124672280	796
FAM24A_p124672315	528
FAM24B_m124608881	1156
FAM24B_m124608897	840
FAM24B_m124608932	599
FAM24B_m124610003	209
FAM24B_m124610014	782
FAM24B_p124608889	542
FAM24B_p124609970	1222
FAM24B_p124609977	908
FAM24B_p124609985	402
FAM24B_p124610005	1634
FAM32A_m16296287	0
FAM32A_m16296473	158
FAM32A_p16296249	549
FAM32A_p16296291	317
FAM32A_p16296305	551
FAM32A_p16296452	373
FAM32A_p16296462	728
FAM32A_p16296498	531
FAM32A_p16296503	1169
FAM32A_p16296511	1048
FAM35A_m88911305	825
FAM35A_m88911757	294
FAM35A_m88930377	468
FAM35A_m88939875	345
FAM35A_p88911312	774
FAM35A_p88911775	929
FAM35A_p88930407	529
FAM35A_p88939938	565
FAM35A_p88946845	143
FAM35A_p88950253	1062
FAM3A_m153736922	385
FAM3A_m153740182	732
FAM3A_m153740192	864
FAM3A_m153744082	977
FAM3A_m153744089	437
FAM3A_p153736867	706
FAM3A_p153736872	656
FAM3A_p153736896	1378
FAM3A_p153736903	181
FAM3A_p153736909	427
FAM3B_m42688814	185
FAM3B_m42710335	111
FAM3B_m42710345	890
FAM3B_m42710350	1102
FAM3B_m42710361	426
FAM3B_p42688796	1428
FAM3B_p42688803	1479
FAM3B_p42710363	354
FAM3B_p42716387	556
FAM3B_p42716399	1459
FAM3D_m58639407	775
FAM3D_m58639464	265
FAM3D_m58639493	508
FAM3D_m58641279	1013
FAM3D_p58635039	699
FAM3D_p58635046	371
FAM3D_p58639397	591
FAM3D_p58639455	980
FAM3D_p58639466	1137
FAM3D_p58639472	716
FAM43A_m194407564	628
FAM43A_m194407603	113
FAM43A_m194407619	412
FAM43A_m194407624	435
FAM43A_m194407644	325
FAM43A_p194407544	102
FAM43A_p194407569	1251
FAM43A_p194407575	504
FAM43A_p194407605	297
FAM43A_p194407632	699
FAM43B_m20879475	593
FAM43B_m20879515	326
FAM43B_m20879551	1407
FAM43B_m20879569	501
FAM43B_m20879576	366
FAM43B_p20879477	980
FAM43B_p20879483	513
FAM43B_p20879489	413
FAM43B_p20879501	1200
FAM43B_p20879519	1162
FAM45A_m120863667	1619
FAM45A_m120877158	665
FAM45A_m120879952	1374
FAM45A_m120883066	175
FAM45A_p120863647	963
FAM45A_p120863653	424
FAM45A_p120863687	553
FAM45A_p120871418	430
FAM45A_p120877025	482
FAM45A_p120877145	1054
FAM46A_m82461680	0
FAM46A_m82461701	968
FAM46A_m82461711	397
FAM46A_m82461724	487
FAM46A_m82461772	402
FAM46A_m82461824	816
FAM46A_m82461843	523
FAM46A_m82461850	465
FAM46A_p82461661	802
FAM46A_p82461810	630
FAM46B_m27339079	148
FAM46B_m27339108	451
FAM46B_m27339121	183
FAM46B_m27339130	911
FAM46B_m27339144	588
FAM46B_m27339151	499
FAM46B_p27339005	716
FAM46B_p27339027	63
FAM46B_p27339032	355
FAM46B_p27339132	662
FAM46C_m118165515	481
FAM46C_m118165561	957
FAM46C_m118165576	1010
FAM46C_m118165592	1434
FAM46C_p118165494	398
FAM46C_p118165524	876
FAM46C_p118165531	751
FAM46C_p118165539	228
FAM46C_p118165549	594
FAM46C_p118165583	622
FAM47C_m37026535	389
FAM47C_m37026659	880
FAM47C_m37026810	350
FAM47C_m37026939	447
FAM47C_p37026487	664
FAM47C_p37026520	491
FAM47C_p37026931	677
FAM47C_p37026941	805
FAM47C_p37026948	933
FAM47C_p37026959	970
FAM47E_m77184889	0
FAM47E_p77184846	211
FAM47E_p77184852	668
FAM47E_p77184872	807
FAM47E_p77184879	512
FAM47E_p77184891	426
FAM47E_p77184903	751
FAM47E_p77184911	639
FAM47E_p77184916	1137
FAM47E_p77184924	1309
FAM49A_m16746932	158
FAM49A_m16746938	645
FAM49A_m16746948	701
FAM49A_m16746978	235
FAM49A_m16747003	1093
FAM49A_m16747019	644
FAM49A_m16769359	184
FAM49A_p16745326	1334
FAM49A_p16746905	85
FAM49A_p16746960	557
FAM49B_m130874515	826
FAM49B_m130883622	368
FAM49B_m130883639	1295
FAM49B_m130883664	275
FAM49B_m130883703	110
FAM49B_m130891663	763
FAM49B_p130874552	386
FAM49B_p130883613	35
FAM49B_p130883711	546
FAM49B_p130883716	489
FAM50A_m153672583	676
FAM50A_m153672616	1050
FAM50A_m153672625	788
FAM50A_m153672632	145
FAM50A_m153673999	550
FAM50A_p153672575	576
FAM50A_p153672590	637
FAM50A_p153672644	1055
FAM50A_p153672668	1054
FAM50A_p153674012	324
FAM53A_m1659146	342
FAM53A_m1659163	459
FAM53A_m1659182	362
FAM53A_m1670395	784
FAM53A_m1670400	1262
FAM53A_m1670407	743
FAM53A_m1670428	558
FAM53A_p1659152	568
FAM53A_p1670413	702
FAM53A_p1670447	324
FAM53B_m126370922	1811
FAM53B_m126370927	612
FAM53B_m126395206	694
FAM53B_m126395225	325
FAM53B_m126395248	787
FAM53B_m126395275	1081
FAM53B_p126384752	353
FAM53B_p126395191	387
FAM53B_p126395198	1137
FAM53B_p126395213	604
FAM53C_m137677034	323
FAM53C_m137677500	820
FAM53C_m137677506	866
FAM53C_m137677525	275
FAM53C_m137677544	1424
FAM53C_p137677044	487
FAM53C_p137677080	151
FAM53C_p137677509	302
FAM53C_p137677533	352
FAM53C_p137680504	563
FAM57A_m635886	583
FAM57A_m635961	270
FAM57A_m635966	402
FAM57A_m635971	1012
FAM57A_m635982	977
FAM57A_m635987	876
FAM57A_p635927	395
FAM57A_p636328	326
FAM57A_p636343	416
FAM57A_p636350	461
FAM57B_m30040819	622
FAM57B_m30041725	522
FAM57B_p30040781	1242
FAM57B_p30040793	1362
FAM57B_p30040798	534
FAM57B_p30040805	666
FAM57B_p30041745	92
FAM57B_p30041770	81
FAM57B_p30041775	323
FAM57B_p30041788	961
FAM58A_m152858158	159
FAM58A_m152858175	1212
FAM58A_m152860006	207
FAM58A_m152860081	373
FAM58A_m152860122	189
FAM58A_m152861634	529
FAM58A_p152859997	459
FAM58A_p152861517	320
FAM58A_p152861538	1358
FAM58A_p152864462	332
FAM5B_m177199065	944
FAM5B_m177199077	980
FAM5B_p177198998	439
FAM5B_p177199006	669
FAM5B_p177199013	735
FAM5B_p177199021	202
FAM5B_p177199028	362
FAM5B_p177199035	370
FAM5B_p177199079	441
FAM5B_p177199086	127
FAM5C_m190423868	320
FAM5C_m190423914	200
FAM5C_m190423938	777
FAM5C_m190423963	191
FAM5C_m190423968	127
FAM5C_m190423977	715
FAM5C_m190424000	749
FAM5C_p190423841	573
FAM5C_p190423857	280
FAM5C_p190423870	1697
FAM63A_m150973050	1333
FAM63A_m150973057	289
FAM63A_m150974202	312
FAM63A_m150974212	703
FAM63A_m150974224	902
FAM63A_m150974646	492
FAM63A_p150973072	1044
FAM63A_p150973742	107
FAM63A_p150974185	350
FAM63A_p150974636	248
FAM63B_m59063609	501
FAM63B_m59063651	1237
FAM63B_p59063612	499
FAM63B_p59063642	453
FAM63B_p59063653	1422
FAM63B_p59063658	810
FAM63B_p59063665	414
FAM63B_p59063673	863
FAM63B_p59063684	504
FAM63B_p59063690	491
FAM64A_m6348461	521
FAM64A_m6348596	604
FAM64A_m6348605	1148
FAM64A_m6348612	397
FAM64A_p6348422	806
FAM64A_p6348432	35
FAM64A_p6348489	1354
FAM64A_p6348516	486
FAM64A_p6348529	203
FAM64A_p6348614	370
FAM65A_m67572359	1412
FAM65A_m67572373	853
FAM65A_m67572395	533
FAM65A_m67572411	784
FAM65A_m67572416	1678
FAM65A_p67572342	362
FAM65A_p67572347	567
FAM65A_p67572375	291
FAM65A_p67572383	603
FAM65A_p67572400	510
FAM65B_m24875929	589
FAM65B_m24875934	63
FAM65B_m24875942	57
FAM65B_m24875951	580
FAM65B_m24875977	362
FAM65B_m24876011	640
FAM65B_p24873978	542
FAM65B_p24875913	298
FAM65B_p24875959	200
FAM65B_p24875969	116
FAM65C_m49236594	622
FAM65C_m49236656	498
FAM65C_m49247282	414
FAM65C_m49247375	606
FAM65C_p49236596	1003
FAM65C_p49236626	1292
FAM65C_p49236641	350
FAM65C_p49247291	2254
FAM65C_p49247302	640
FAM65C_p49247363	500
FAM69A_m93316406	382
FAM69A_m93316438	82
FAM69A_m93316482	53
FAM69A_m93316495	809
FAM69A_m93426966	725
FAM69A_m93426980	493
FAM69A_p93316392	406
FAM69A_p93316398	436
FAM69A_p93316442	362
FAM69A_p93316456	1217
FAM69B_m139607137	183
FAM69B_m139607162	100
FAM69B_m139607169	879
FAM69B_m139612039	847
FAM69B_m139612045	495
FAM69B_p139607103	67
FAM69B_p139607109	43
FAM69B_p139612026	262
FAM69B_p139612050	547
FAM69B_p139612055	36
FAM69C_m72124354	344
FAM69C_m72124385	498
FAM69C_m72124396	194
FAM69C_m72124404	243
FAM69C_m72124435	502
FAM69C_m72124443	736
FAM69C_m72124488	195
FAM69C_p72124343	309
FAM69C_p72124356	474
FAM69C_p72124445	442
FAM71A_m212798243	158
FAM71A_m212798256	398
FAM71A_m212798268	702
FAM71A_m212798351	213
FAM71A_m212798419	601
FAM71A_m212798430	432
FAM71A_p212798272	1363
FAM71A_p212798299	987
FAM71A_p212798401	956
FAM71A_p212798410	463
FAM71B_m156592964	1468
FAM71B_m156592974	474
FAM71B_m156593075	493
FAM71B_p156592907	482
FAM71B_p156592913	1182
FAM71B_p156592921	1098
FAM71B_p156592956	315
FAM71B_p156593121	831
FAM71B_p156593135	1035
FAM71B_p156593158	1003
FAM71C_m100041976	73
FAM71C_m100042000	832
FAM71C_m100042084	445
FAM71C_m100042151	1278
FAM71C_m100042186	1254
FAM71C_p100041963	839
FAM71C_p100042005	165
FAM71C_p100042052	382
FAM71C_p100042134	863
FAM71C_p100042143	271
FAM71D_m67664906	397
FAM71D_m67664940	424
FAM71D_m67664948	335
FAM71D_m67665010	478
FAM71D_m67669832	429
FAM71D_m67669848	147
FAM71D_m67669853	613
FAM71D_p67664888	1401
FAM71D_p67669801	847
FAM71D_p67669835	155
FAM71E1_m50979468	367
FAM71E1_m50979473	199
FAM71E1_m50979582	383
FAM71E1_p50979475	1124
FAM71E1_p50979487	1199
FAM71E1_p50979523	1615
FAM71E1_p50979528	661
FAM71E1_p50979553	1448
FAM71E1_p50979584	258
FAM71E1_p50979611	621
FAM71E2_m55874286	158
FAM71E2_m55874366	137
FAM71E2_m55874393	661
FAM71E2_m55874413	0
FAM71E2_m55874428	204
FAM71E2_p55874288	945
FAM71E2_p55874294	178
FAM71E2_p55874301	928
FAM71E2_p55874325	1092
FAM71E2_p55874385	157
FAM71F1_m128355513	724
FAM71F1_m128355565	1453
FAM71F1_m128355570	704
FAM71F1_m128355578	630
FAM71F1_m128355583	906
FAM71F1_m128355611	556
FAM71F1_m128355618	139
FAM71F1_p128355505	343
FAM71F1_p128355623	507
FAM71F1_p128355630	150
FAM71F2_m128312474	461
FAM71F2_m128312493	61
FAM71F2_m128312528	327
FAM71F2_m128312553	268
FAM71F2_m128312572	270
FAM71F2_p128312465	458
FAM71F2_p128312478	240
FAM71F2_p128312483	1355
FAM71F2_p128312555	57
FAM71F2_p128312582	356
FAM73A_m78245341	562
FAM73A_m78245411	479
FAM73A_p78245343	300
FAM73A_p78245353	321
FAM73A_p78245361	65
FAM73A_p78245367	558
FAM73A_p78245385	993
FAM73A_p78245390	654
FAM73A_p78245399	447
FAM73A_p78248910	276
FAM73B_m131802874	276
FAM73B_m131802884	583
FAM73B_m131802892	1206
FAM73B_m131802916	592
FAM73B_m131802942	266
FAM73B_p131802862	477
FAM73B_p131802896	553
FAM73B_p131802905	425
FAM73B_p131802947	255
FAM73B_p131804580	131
FAM76A_m28052636	132
FAM76A_m28071217	970
FAM76A_m28071228	60
FAM76A_m28071247	972
FAM76A_p28054025	450
FAM76A_p28059146	517
FAM76A_p28071149	353
FAM76A_p28071165	619
FAM76A_p28071189	402
FAM76A_p28071253	759
FAM76B_m95521664	324
FAM76B_m95521721	763
FAM76B_m95522574	166
FAM76B_p95522548	692
FAM76B_p95522554	106
FAM76B_p95522581	1261
FAM76B_p95522591	797
FAM76B_p95522597	415
FAM76B_p95522605	403
FAM76B_p95522612	1316
FAM78A_m134151451	420
FAM78A_m134151458	456
FAM78A_m134151463	417
FAM78A_m134151483	407
FAM78A_m134151504	413
FAM78A_m134151561	448
FAM78A_p134151485	543
FAM78A_p134151493	1638
FAM78A_p134151511	91
FAM78A_p134151516	367
FAM81A_m59752151	198
FAM81A_m59752161	899
FAM81A_m59752166	304
FAM81A_m59752172	692
FAM81A_m59752180	1467
FAM81A_m59752197	260
FAM81A_m59752241	701
FAM81A_m59752247	1003
FAM81A_m59752265	748
FAM81A_p59752188	410
FAM81B_m94727110	1009
FAM81B_m94728521	1116
FAM81B_m94728526	551
FAM81B_m94728569	161
FAM81B_m94728574	515
FAM81B_m94731845	489
FAM81B_p94727090	1293
FAM81B_p94727098	405
FAM81B_p94727195	400
FAM81B_p94728541	597
FAM83A_m124195128	1012
FAM83A_m124195164	640
FAM83A_m124195172	1037
FAM83A_p124195082	1041
FAM83A_p124195088	940
FAM83A_p124195095	122
FAM83A_p124195136	1136
FAM83A_p124195142	1019
FAM83A_p124195151	470
FAM83A_p124195181	702
FAM83B_m54735054	1038
FAM83B_m54735069	758
FAM83B_m54735110	379
FAM83B_m54735138	750
FAM83B_m54735190	137
FAM83B_m54735250	237
FAM83B_p54735097	1579
FAM83B_p54735102	553
FAM83B_p54735169	654
FAM83B_p54735196	236
FAM83D_m37554995	859
FAM83D_m37555008	126
FAM83D_m37555028	180
FAM83D_m37555060	563
FAM83D_m37555076	927
FAM83D_m37555083	1149
FAM83D_p37554981	471
FAM83D_p37554999	240
FAM83D_p37555014	324
FAM83D_p37555066	888
FAM83E_m49116526	707
FAM83E_m49116532	325
FAM83E_m49116572	389
FAM83E_m49116580	346
FAM83E_m49116588	376
FAM83E_m49116595	397
FAM83E_m49116600	180
FAM83E_m49116610	149
FAM83E_p49116517	1003
FAM83E_p49116539	193
FAM83F_m40391047	612
FAM83F_m40391053	925
FAM83F_m40391059	630
FAM83F_m40391072	580
FAM83F_m40391104	269
FAM83F_p40391075	1091
FAM83F_p40391084	1212
FAM83F_p40391090	373
FAM83F_p40391113	135
FAM83F_p40391119	224
FAM83G_m18907248	486
FAM83G_m18907257	1142
FAM83G_m18907309	406
FAM83G_m18907329	153
FAM83G_m18907341	156
FAM83G_p18907265	283
FAM83G_p18907270	334
FAM83G_p18907279	758
FAM83G_p18907296	1095
FAM83G_p18907333	1418
FAM83H_m144812658	244
FAM83H_m144812664	51
FAM83H_m144812701	375
FAM83H_m144812723	283
FAM83H_p144812643	187
FAM83H_p144812666	357
FAM83H_p144812673	351
FAM83H_p144812680	347
FAM83H_p144812690	389
FAM83H_p144812725	373
FAM84B_m127569550	787
FAM84B_m127569564	236
FAM84B_m127569569	283
FAM84B_m127569582	514
FAM84B_m127569594	156
FAM84B_m127569621	842
FAM84B_p127569496	62
FAM84B_p127569552	446
FAM84B_p127569585	39
FAM84B_p127569603	166
FAM86A_m5139224	1076
FAM86A_m5140516	321
FAM86A_m5140532	729
FAM86A_m5143514	453
FAM86A_p5140225	311
FAM86A_p5140231	287
FAM86A_p5140429	309
FAM86A_p5140518	721
FAM86A_p5143505	1355
FAM86A_p5147658	476
FAM89A_m231175701	263
FAM89A_m231175759	820
FAM89A_m231175776	467
FAM89A_m231175835	814
FAM89A_m231175841	498
FAM89A_m231175848	518
FAM89A_m231175861	743
FAM89A_m231175951	187
FAM89A_p231175788	648
FAM89A_p231175853	403
FAM89B_m65340202	387
FAM89B_m65340212	467
FAM89B_m65340220	650
FAM89B_m65340280	517
FAM89B_m65340289	465
FAM89B_p65340136	538
FAM89B_p65340142	920
FAM89B_p65340148	266
FAM89B_p65340174	240
FAM89B_p65340222	330
FAM8A1_m17600655	153
FAM8A1_m17600672	607
FAM8A1_m17600679	159
FAM8A1_m17600705	358
FAM8A1_m17600717	737
FAM8A1_m17600722	522
FAM8A1_m17600732	794
FAM8A1_p17600627	843
FAM8A1_p17600658	712
FAM8A1_p17600819	0
FAM90A1_m8375108	724
FAM90A1_m8376715	307
FAM90A1_m8376777	191
FAM90A1_p8375093	474
FAM90A1_p8375159	424
FAM90A1_p8375257	787
FAM90A1_p8375298	560
FAM90A1_p8376129	790
FAM90A1_p8376636	298
FAM90A1_p8376651	738
FAM91A1_m124781003	386
FAM91A1_m124786375	865
FAM91A1_p124780992	426
FAM91A1_p124786304	115
FAM91A1_p124786382	638
FAM91A1_p124787479	495
FAM91A1_p124787516	581
FAM91A1_p124790890	256
FAM91A1_p124790947	688
FAM91A1_p124790954	1418
FAM92B_m85143971	483
FAM92B_m85143992	350
FAM92B_m85144034	1114
FAM92B_m85144052	1184
FAM92B_m85144058	183
FAM92B_m85145940	584
FAM92B_p85144002	366
FAM92B_p85144008	581
FAM92B_p85144014	1473
FAM92B_p85144037	301
FAM96A_m64385845	210
FAM96A_m64385886	1172
FAM96A_m64385897	40
FAM96A_m64385919	667
FAM96A_m64385940	133
FAM96A_m64385952	47
FAM96A_m64385960	491
FAM96A_p64385889	633
FAM96A_p64385900	616
FAM96A_p64385931	936
FAM96B_m66967924	885
FAM96B_m66967945	752
FAM96B_m66968161	361
FAM96B_m66968198	334
FAM96B_m66968252	0
FAM96B_m66968259	952
FAM96B_p66967914	382
FAM96B_p66967934	531
FAM96B_p66968132	572
FAM96B_p66968166	417
FAM98A_m33820653	34
FAM98A_m33820666	912
FAM98A_m33820680	192
FAM98A_m33820687	514
FAM98A_m33820698	319
FAM98A_m33824237	1276
FAM98A_m33824248	419
FAM98A_m33824257	669
FAM98A_m33824272	1227
FAM98A_p33820671	273
FAM98B_m38746387	168
FAM98B_m38746392	1236
FAM98B_m38756245	429
FAM98B_p38746347	603
FAM98B_p38746352	441
FAM98B_p38746358	394
FAM98B_p38746400	1846
FAM98B_p38746409	216
FAM98B_p38756218	246
FAM98B_p38756250	762
FAM98C_m38893830	938
FAM98C_p38893780	649
FAM98C_p38893786	351
FAM98C_p38893797	1436
FAM98C_p38893802	725
FAM98C_p38893834	691
FAM98C_p38893971	508
FAM98C_p38894009	449
FAM98C_p38894034	1277
FAM98C_p38894073	531
FAM9A_m8763436	331
FAM9A_m8764361	973
FAM9A_m8766192	666
FAM9A_m8767034	587
FAM9A_m8768138	291
FAM9A_p8763319	0
FAM9A_p8763396	59
FAM9A_p8764331	693
FAM9A_p8767002	152
FAM9A_p8768110	266
FAM9B_m8995910	246
FAM9B_m8995950	1560
FAM9B_m8995959	465
FAM9B_m8995980	373
FAM9B_m8997385	722
FAM9B_m9000172	940
FAM9B_m9001017	362
FAM9B_p8995898	691
FAM9B_p8997394	270
FAM9B_p9000163	538
FAN1_m31196905	277
FAN1_m31196980	945
FAN1_m31197039	263
FAN1_m31197088	434
FAN1_p31196857	646
FAN1_p31197017	127
FAN1_p31197060	1606
FAN1_p31197067	145
FAN1_p31197072	1295
FAN1_p31197102	617
FANCA_m89882388	316
FANCA_m89882947	820
FANCA_m89882978	417
FANCA_m89882991	359
FANCA_m89883010	1594
FANCA_p89882933	486
FANCA_p89882939	1003
FANCA_p89882982	664
FANCA_p89882996	808
FANCA_p89883002	452
FANCB_m14883230	764
FANCB_m14883237	287
FANCB_m14883372	208
FANCB_m14883447	176
FANCB_m14883477	625
FANCB_m14883490	130
FANCB_m14883575	289
FANCB_m14883593	183
FANCB_p14883277	514
FANCB_p14883340	135
FANCC_m98011410	585
FANCC_m98011438	334
FANCC_m98011449	1067
FANCC_m98011461	456
FANCC_m98011491	1343
FANCC_m98011503	244
FANCC_m98011509	728
FANCC_p98011419	131
FANCC_p98011428	641
FANCC_p98011474	177
FANCD2_m10070388	576
FANCD2_m10074521	377
FANCD2_m10076194	273
FANCD2_m10076207	445
FANCD2_p10074595	321
FANCD2_p10074634	405
FANCD2_p10076176	642
FANCD2_p10076378	649
FANCD2_p10076383	107
FANCD2_p10076398	1331
FANCE_m35420397	93
FANCE_m35420405	259
FANCE_m35420480	159
FANCE_m35420553	476
FANCE_m35420561	744
FANCE_m35423522	734
FANCE_p35420318	670
FANCE_p35420506	182
FANCE_p35420516	371
FANCE_p35420525	384
FANCG_m35079211	723
FANCG_m35079224	384
FANCG_m35079445	297
FANCG_m35079472	1035
FANCG_m35079498	196
FANCG_p35079202	365
FANCG_p35079436	433
FANCG_p35079482	846
FANCG_p35079490	1226
FANCG_p35079500	533
FANCI_m89790948	195
FANCI_m89801948	311
FANCI_m89801998	251
FANCI_m89803951	493
FANCI_p89790935	327
FANCI_p89801985	438
FANCI_p89803955	401
FANCI_p89803989	1112
FANCI_p89803998	374
FANCI_p89804035	212
FANCL_m58456973	678
FANCL_m58459190	382
FANCL_m58459229	609
FANCL_m58468354	409
FANCL_m58468360	546
FANCL_m58468438	654
FANCL_p58456944	117
FANCL_p58459194	258
FANCL_p58459210	598
FANCL_p58468427	738
FANCM_m45605233	432
FANCM_m45605303	587
FANCM_m45605316	852
FANCM_m45605330	683
FANCM_m45605338	373
FANCM_p45605219	581
FANCM_p45605273	791
FANCM_p45605281	447
FANCM_p45605294	323
FANCM_p45605318	977
FANK1_m127668740	585
FANK1_m127668758	723
FANK1_m127668822	448
FANK1_p127668745	950
FANK1_p127668780	1234
FANK1_p127668787	485
FANK1_p127668825	710
FANK1_p127668831	801
FANK1_p127677126	1297
FANK1_p127677131	272
FASLG_m172628372	585
FASLG_m172628415	782
FASLG_m172628434	2421
FASLG_m172628440	651
FASLG_m172628461	401
FASLG_m172628497	634
FASLG_m172628524	672
FASLG_m172628553	196
FASLG_p172628388	643
FASLG_p172628447	418
FASTK_m150776069	531
FASTK_m150776095	87
FASTK_m150777781	275
FASTK_m150777787	728
FASTK_m150777840	212
FASTK_m150777847	807
FASTK_p150775997	440
FASTK_p150776033	1559
FASTK_p150776054	173
FASTK_p150777794	342
FAS_m90750634	667
FAS_m90750652	495
FAS_m90762831	863
FAS_p90750618	672
FAS_p90750625	1130
FAS_p90750641	362
FAS_p90762833	166
FAS_p90762838	568
FAS_p90762846	535
FAS_p90762880	1491
FAT1_m187630771	392
FAT1_m187630779	1454
FAT1_m187630823	741
FAT1_m187630851	1607
FAT1_p187630763	457
FAT1_p187630793	1043
FAT1_p187630834	471
FAT1_p187630868	580
FAT1_p187630887	284
FAT1_p187630935	1328
FBL_m40331136	396
FBL_m40331291	1044
FBL_m40331297	56
FBL_m40331303	112
FBL_m40331309	802
FBL_m40331315	177
FBL_m40331356	582
FBL_m40331363	396
FBL_m40336932	230
FBL_p40336919	252
FBXL15_m104180928	687
FBXL15_m104181116	494
FBXL15_m104181126	500
FBXL15_m104181147	203
FBXL15_m104181161	355
FBXL15_p104180879	875
FBXL15_p104180889	1232
FBXL15_p104180917	480
FBXL15_p104181106	404
FBXL15_p104181139	206
FBXL3_m77595829	898
FBXL3_m77595889	326
FBXL3_m77595923	127
FBXL3_m77595984	179
FBXL3_p77595808	460
FBXL3_p77595819	266
FBXL3_p77595838	75
FBXL3_p77595856	379
FBXL3_p77595911	70
FBXL3_p77595946	0
FBXL4_m99374670	749
FBXL4_p99374678	503
FBXL4_p99374686	1
FBXL4_p99374706	1428
FBXL4_p99374740	240
FBXL4_p99374774	102
FBXL4_p99374779	194
FBXL4_p99374788	225
FBXL4_p99374825	396
FBXL4_p99374835	373
FBXL7_m15616090	624
FBXL7_m15616147	703
