gRNA	HL60.final
AIM2_m159043029	1657
AIM2_m159043231	1382
AIM2_m159043249	2449
AIM2_m159043254	2262
AIM2_m159043273	1352
AIM2_p159038409	1479
AIM2_p159038433	613
AIM2_p159038439	1163
AIM2_p159043160	2154
AIMP1_m107249252	978
AIMP1_m107249322	121
AIMP1_p107246177	67
AIMP1_p107246187	1528
AIMP1_p107246195	1623
AIMP1_p107248680	2507
AIMP1_p107249260	851
AIMP1_p107249309	660
AIMP1_p107252880	842
AIMP1_p107252893	1158
AIMP2_m6049078	1040
AIMP2_m6049122	627
AIMP2_m6054790	1561
AIMP2_m6054868	913
AIMP2_m6054873	1124
AIMP2_m6054890	1014
AIMP2_p6049089	2526
AIMP2_p6054842	971
AIMP2_p6054880	953
AIMP2_p6054904	857
AIPL1_m6330313	688
AIPL1_m6330344	1062
AIPL1_m6338338	461
AIPL1_m6338394	1557
AIPL1_m6338399	2224
AIPL1_p6330316	701
AIPL1_p6330334	502
AIPL1_p6330346	835
AIPL1_p6338329	611
AIPL1_p6338403	1344
AIP_m67250694	622
AIP_m67250706	816
AIP_m67254480	1607
AIP_m67254487	1465
AIP_p67250633	994
AIP_p67250641	733
AIP_p67250674	1006
AIP_p67250685	1029
AIP_p67250698	402
AIP_p67254471	2501
AIRE_m45705889	1419
AIRE_m45705915	1649
AIRE_m45705933	1239
AIRE_m45705953	1193
AIRE_m45705965	2281
AIRE_m45705970	662
AIRE_p45705893	1678
AIRE_p45705902	52
AIRE_p45705924	2055
AIRE_p45705978	983
AJUBA_m23443317	2114
AJUBA_m23444242	1161
AJUBA_p23444032	707
AJUBA_p23444066	321
AJUBA_p23444172	1244
AJUBA_p23444189	2337
AJUBA_p23444211	501
AJUBA_p23444249	867
AJUBA_p23444260	2012
AJUBA_p23444268	4189
AK1_m130635029	1426
AK1_m130635058	425
AK1_m130635080	2910
AK1_m130635113	1800
AK1_m130635118	2849
AK1_m130635125	1257
AK1_m130636891	2182
AK1_p130635084	1164
AK1_p130635104	236
AK1_p130635302	582
AKAP11_m42866543	301
AKAP11_m42866626	0
AKAP11_m42871213	1293
AKAP11_p42866552	1843
AKAP11_p42866576	2223
AKAP11_p42866591	1215
AKAP11_p42866615	631
AKAP11_p42869820	1189
AKAP11_p42869856	1347
AKAP11_p42871182	260
AKAP13_m86182637	863
AKAP13_m86182668	1107
AKAP13_m86189139	1687
AKAP13_m86189152	1757
AKAP13_p86182639	510
AKAP13_p86182658	681
AKAP13_p86189043	252
AKAP13_p86189050	1397
AKAP13_p86189055	2534
AKAP13_p86189142	385
AKAP6_m32902700	2013
AKAP6_m32902730	1725
AKAP6_m32902746	774
AKAP6_m32902753	250
AKAP6_m32902774	490
AKAP6_m32902781	1069
AKAP6_p32902734	1512
AKAP6_p32902755	203
AKAP6_p32902785	1686
AKAP6_p32902791	2539
AKAP8L_m15514822	1116
AKAP8L_m15514833	1159
AKAP8L_m15521332	1508
AKAP8L_m15521363	1331
AKAP8L_m15521395	638
AKAP8L_m15529723	630
AKAP8L_p15521319	1382
AKAP8L_p15521334	1138
AKAP8L_p15521375	1522
AKAP8L_p15529713	1824
AKAP8_m15484827	2125
AKAP8_m15485415	1358
AKAP8_m15485420	1993
AKAP8_m15487788	1400
AKAP8_m15490525	1056
AKAP8_m15490534	1326
AKAP8_p15484817	2209
AKAP8_p15485402	2784
AKAP8_p15487775	1320
AKAP8_p15490514	932
AKIP1_m8932997	969
AKIP1_m8933040	2600
AKIP1_m8933093	1260
AKIP1_p8932989	2070
AKIP1_p8933008	149
AKIP1_p8933042	1640
AKIP1_p8933075	398
AKIP1_p8933082	222
AKIP1_p8933100	830
AKIP1_p8933113	1999
AKIRIN1_m39457082	621
AKIRIN1_m39457182	729
AKIRIN1_m39457187	866
AKIRIN1_m39457213	447
AKIRIN1_m39457245	1385
AKIRIN1_m39457261	545
AKIRIN1_p39457041	2935
AKIRIN1_p39457072	412
AKIRIN1_p39457249	256
AKIRIN1_p39463866	1334
AKIRIN2_m88411242	652
AKIRIN2_m88411311	1023
AKIRIN2_m88411347	1619
AKIRIN2_p88411231	588
AKIRIN2_p88411249	1016
AKIRIN2_p88411262	2029
AKIRIN2_p88411295	1107
AKIRIN2_p88411316	1512
AKIRIN2_p88411338	328
AKIRIN2_p88411381	514
AKNA_m117143492	1269
AKNA_m117143569	2215
AKNA_m117143575	881
AKNA_m117143585	962
AKNA_p117143411	1799
AKNA_p117143426	1614
AKNA_p117143433	373
AKNA_p117143511	1035
AKNA_p117143517	431
AKNA_p117143593	1190
AKR1B1_m134136457	958
AKR1B1_m134136471	1186
AKR1B1_m134143768	1850
AKR1B1_p134136429	4703
AKR1B1_p134136445	1848
AKR1B1_p134136476	2402
AKR1B1_p134143733	276
AKR1B1_p134143777	970
AKR1B1_p134143783	1058
AKR1B1_p134143793	1780
AKR1C3_m5136646	1002
AKR1C3_m5136653	1221
AKR1C3_m5138600	603
AKR1C3_m5138657	344
AKR1C3_m5139711	1311
AKR1C3_m5139730	1616
AKR1C3_p5136671	3614
AKR1C3_p5138603	555
AKR1C3_p5139675	1653
AKR1C3_p5139720	439
AKT1S1_m50376455	969
AKT1S1_m50376476	812
AKT1S1_m50376481	754
AKT1S1_m50376486	777
AKT1S1_m50376512	310
AKT1S1_m50376544	1306
AKT1S1_p50376396	1281
AKT1S1_p50376402	1997
AKT1S1_p50376464	1028
AKT1S1_p50376514	905
AKT1_m105246504	693
AKT1_m105246533	657
AKT1_m105258936	861
AKT1_m105258950	1434
AKT1_m105258955	1687
AKT1_m105258970	1803
AKT1_p105246496	467
AKT1_p105246507	1252
AKT1_p105246515	2219
AKT1_p105258959	1381
AKT2_m40761066	1142
AKT2_m40761083	1358
AKT2_m40761096	726
AKT2_m40761114	1405
AKT2_p40761052	1810
AKT2_p40761069	2606
AKT2_p40761087	1350
AKT2_p40761120	2200
AKT2_p40761127	2606
AKT2_p40761135	1313
AKT3_m243828123	1560
AKT3_m243858931	643
AKT3_m243858957	2185
AKT3_m244006429	537
AKT3_m244006446	1639
AKT3_p243828104	2086
AKT3_p243828130	1092
AKT3_p243828136	998
AKT3_p243858918	1277
AKT3_p244006436	739
ALAS1_m52233277	1251
ALAS1_m52233303	335
ALAS1_m52233309	716
ALAS1_m52233391	1405
ALAS1_m52233405	1693
ALAS1_m52233442	485
ALAS1_m52233450	1375
ALAS1_m52236543	1002
ALAS1_m52236550	1226
ALAS1_m52236560	482
ALDH1A2_m58287300	1870
ALDH1A2_m58302848	1263
ALDH1A2_m58302882	461
ALDH1A2_m58306069	310
ALDH1A2_m58306075	474
ALDH1A2_m58306081	421
ALDH1A2_m58306115	272
ALDH1A2_p58302835	967
ALDH1A2_p58302942	645
ALDH1A2_p58302952	701
ALDH1B1_m38395767	900
ALDH1B1_m38395780	407
ALDH1B1_m38395794	991
ALDH1B1_m38395806	1166
ALDH1B1_m38395829	572
ALDH1B1_m38395850	1023
ALDH1B1_m38395858	688
ALDH1B1_p38395738	2200
ALDH1B1_p38395786	1076
ALDH1B1_p38395891	843
ALDH6A1_m74541659	1280
ALDH6A1_m74541690	537
ALDH6A1_m74541710	881
ALDH6A1_m74551051	577
ALDH6A1_m74551075	436
ALDH6A1_m74551081	764
ALDH6A1_p74541651	1007
ALDH6A1_p74541669	2685
ALDH6A1_p74541678	3081
ALDH6A1_p74551039	670
ALDH7A1_m125919652	749
ALDH7A1_m125919666	1505
ALDH7A1_m125928373	988
ALDH7A1_m125928414	1854
ALDH7A1_m125930756	2156
ALDH7A1_p125919619	1040
ALDH7A1_p125919635	1219
ALDH7A1_p125929055	527
ALDH7A1_p125929063	776
ALDH7A1_p125930758	703
ALG2_m101984105	362
ALG2_m101984130	365
ALG2_m101984145	573
ALG2_m101984151	1057
ALG2_m101984163	536
ALG2_m101984169	1073
ALG2_p101984111	500
ALG2_p101984116	528
ALG2_p101984136	1773
ALG2_p101984155	691
ALKBH2_m109530461	1083
ALKBH2_m109530468	1227
ALKBH2_m109530474	2540
ALKBH2_m109530480	547
ALKBH2_m109530499	1707
ALKBH2_m109530523	935
ALKBH2_m109530570	744
ALKBH2_m109530578	400
ALKBH2_p109530490	1995
ALKBH2_p109530505	658
ALKBH3_m43904269	821
ALKBH3_m43904640	469
ALKBH3_m43904659	1222
ALKBH3_m43904669	2084
ALKBH3_m43904674	382
ALKBH3_m43904679	698
ALKBH3_p43904213	1613
ALKBH3_p43904221	1011
ALKBH3_p43904259	975
ALKBH3_p43904648	768
ALKBH4_m102100211	1275
ALKBH4_m102100216	1237
ALKBH4_m102105177	842
ALKBH4_m102105194	589
ALKBH4_m102105223	1757
ALKBH4_m102105230	706
ALKBH4_p102100200	2009
ALKBH4_p102105196	1105
ALKBH4_p102105201	1258
ALKBH4_p102105235	584
ALKBH5_m18087558	176
ALKBH5_m18087567	1135
ALKBH5_m18087586	1103
ALKBH5_m18087606	1416
ALKBH5_m18087666	804
ALKBH5_m18087684	365
ALKBH5_m18087690	703
ALKBH5_p18087594	871
ALKBH5_p18087610	669
ALKBH5_p18087618	1246
ALKBH6_m36504268	773
ALKBH6_m36504289	1239
ALKBH6_m36504295	2174
ALKBH6_m36504307	1882
ALKBH6_m36505093	1323
ALKBH6_p36503962	1342
ALKBH6_p36504240	422
ALKBH6_p36504247	991
ALKBH6_p36504252	1025
ALKBH6_p36504260	545
ALKBH7_m6372838	522
ALKBH7_m6372899	403
ALKBH7_m6372904	0
ALKBH7_p6372817	705
ALKBH7_p6372822	792
ALKBH7_p6372830	1595
ALKBH7_p6372849	678
ALKBH7_p6372859	444
ALKBH7_p6372867	3583
ALKBH7_p6372872	1633
ALKBH8_m107427687	3017
ALKBH8_m107427703	1551
ALKBH8_m107427709	1213
ALKBH8_m107431492	2373
ALKBH8_m107431521	834
ALKBH8_m107431562	21
ALKBH8_p107427693	1011
ALKBH8_p107431481	647
ALKBH8_p107431523	671
ALKBH8_p107431585	172
ALK_m30143375	1539
ALK_m30143457	241
ALK_m30143469	275
ALK_m30143504	234
ALK_m30143513	3671
ALK_p30143383	2006
ALK_p30143459	1169
ALK_p30143472	1897
ALK_p30143485	1063
ALK_p30143495	3001
ALMS1_p73612986	1833
ALMS1_p73612997	590
ALMS1_p73613002	940
ALMS1_p73613010	1979
ALMS1_p73613016	418
ALMS1_p73613022	127
ALMS1_p73613070	704
ALMS1_p73613097	2481
ALMS1_p73613103	1222
ALMS1_p73613109	2146
ALOX15_m4542891	2764
ALOX15_m4544819	1517
ALOX15_m4544829	376
ALOX15_m4544856	1178
ALOX15_m4544866	1151
ALOX15_m4544885	1269
ALOX15_m4544916	851
ALOX15_p4544871	1314
ALOX15_p4544877	1268
ALOX15_p4544889	1480
ALOX5AP_m31309774	2285
ALOX5AP_m31309782	2635
ALOX5AP_m31309791	1976
ALOX5AP_m31309807	227
ALOX5AP_m31318208	983
ALOX5AP_m31318235	1680
ALOX5AP_p31309739	1345
ALOX5AP_p31309756	852
ALOX5AP_p31318194	258
ALOX5AP_p31318219	576
ALOX5_m45869728	850
ALOX5_m45869733	1319
ALOX5_m45869749	254
ALOX5_m45869755	1020
ALOX5_m45869765	2491
ALOX5_m45869776	924
ALOX5_p45869720	1168
ALOX5_p45869736	1875
ALOX5_p45869786	945
ALOX5_p45869792	439
ALPK1_m113299043	2257
ALPK1_m113332981	1493
ALPK1_m113332989	2334
ALPK1_m113332998	3390
ALPK1_m113333005	2017
ALPK1_p113298998	834
ALPK1_p113299004	2325
ALPK1_p113299032	3663
ALPK1_p113332971	0
ALPK1_p113333008	915
ALPK2_m56274621	1734
ALPK2_m56274632	1843
ALPK2_m56274637	1161
ALPK2_m56274656	1060
ALPK2_m56278922	1008
ALPK2_m56278965	470
ALPK2_m56279014	910
ALPK2_p56274642	1898
ALPK2_p56278937	1897
ALPK2_p56278947	584
ALPK3_p85360064	1196
ALPK3_p85360069	1494
ALPK3_p85360085	1113
ALPK3_p85360100	888
ALPK3_p85360105	1665
ALPK3_p85360110	2848
ALPK3_p85360115	2336
ALPK3_p85360126	2034
ALPK3_p85360137	1541
ALPK3_p85360143	3025
ALS2CR8_m203806660	443
ALS2CR8_m203807528	1158
ALS2CR8_m203807583	1212
ALS2CR8_p203806646	1022
ALS2CR8_p203806681	429
ALS2CR8_p203807463	1085
ALS2CR8_p203807477	1572
ALS2CR8_p203807555	491
ALS2CR8_p203807605	487
ALS2CR8_p203807647	1341
ALX1_m85674067	1185
ALX1_m85674211	1324
ALX1_m85674217	1060
ALX1_m85674244	2424
ALX1_p85674101	1607
ALX1_p85674113	1848
ALX1_p85674122	2120
ALX1_p85674170	2586
ALX1_p85674177	2325
ALX1_p85674233	1336
ALX3_m110613044	189
ALX3_m110613148	1079
ALX3_m110613202	924
ALX3_p110613013	1642
ALX3_p110613018	1358
ALX3_p110613036	337
ALX3_p110613066	802
ALX3_p110613076	129
ALX3_p110613117	2050
ALX3_p110613204	1935
ALX4_m44331448	412
ALX4_m44331467	864
ALX4_m44331526	1397
ALX4_m44331531	562
ALX4_m44331545	628
ALX4_m44331563	902
ALX4_m44331575	948
ALX4_p44331477	1720
ALX4_p44331534	1610
ALX4_p44331549	304
ALYREF_m79849260	370
ALYREF_m79849270	1018
ALYREF_m79849279	374
ALYREF_m79849373	223
ALYREF_m79849387	814
ALYREF_p79849252	637
ALYREF_p79849282	670
ALYREF_p79849423	741
ALYREF_p79849429	1600
ALYREF_p79849436	896
AMER1_m63413020	615
AMER1_m63413053	2506
AMER1_m63413115	1677
AMER1_m63413131	632
AMER1_p63412977	1500
AMER1_p63413004	1918
AMER1_p63413010	1199
AMER1_p63413022	1603
AMER1_p63413058	1233
AMER1_p63413097	1394
AMHR2_m53817754	923
AMHR2_m53818078	2663
AMHR2_m53818172	1083
AMHR2_m53818183	3433
AMHR2_m53818189	2474
AMHR2_p53817703	1530
AMHR2_p53817711	1965
AMHR2_p53817741	1392
AMHR2_p53818084	1552
AMHR2_p53818136	1770
AMIGO2_m47472672	1801
AMIGO2_m47472681	1123
AMIGO2_m47472687	1289
AMIGO2_m47472724	1427
AMIGO2_m47472732	798
AMIGO2_m47472750	906
AMIGO2_p47472620	3140
AMIGO2_p47472635	2637
AMIGO2_p47472711	402
AMIGO2_p47472734	1499
AMOTL1_m94501676	1807
AMOTL1_m94501716	236
AMOTL1_m94528202	524
AMOTL1_m94528246	1067
AMOTL1_p94501663	1260
AMOTL1_p94501678	1964
AMOTL1_p94501704	1264
AMOTL1_p94528248	156
AMOTL1_p94528270	702
AMOTL1_p94528276	1254
AMOT_m112058587	1253
AMOT_m112058602	1939
AMOT_m112058619	616
AMOT_m112058633	441
AMOT_m112058668	1335
AMOT_p112058635	281
AMOT_p112058653	294
AMOT_p112058660	2748
AMOT_p112058708	972
AMOT_p112058724	2601
ANAPC10_m145916742	1294
ANAPC10_m145985725	1145
ANAPC10_m145985757	228
ANAPC10_m146002813	1284
ANAPC10_p145916669	2564
ANAPC10_p145916692	239
ANAPC10_p145985716	1310
ANAPC10_p146002797	1293
ANAPC10_p146017191	504
ANAPC10_p146017219	1114
ANAPC11_m79852354	1445
ANAPC11_m79852390	567
ANAPC11_p79852359	1173
ANAPC11_p79852364	820
ANAPC11_p79852372	1310
ANAPC11_p79852378	1645
ANAPC11_p79852401	141
ANAPC11_p79852411	774
ANAPC11_p79852425	1385
ANAPC11_p79857785	4805
ANAPC13_m134197488	422
ANAPC13_m134201649	1246
ANAPC13_m134201667	2538
ANAPC13_m134201692	2748
ANAPC13_m134201712	1193
ANAPC13_m134201719	2073
ANAPC13_p134197497	1550
ANAPC13_p134197519	1973
ANAPC13_p134197525	1354
ANAPC13_p134201651	1505
ANAPC15_m71821618	1480
ANAPC15_m71821636	2061
ANAPC15_m71822204	2087
ANAPC15_m71822210	289
ANAPC15_m71822249	2493
ANAPC15_m71822274	749
ANAPC15_p71821597	344
ANAPC15_p71821624	202
ANAPC15_p71822232	408
ANAPC15_p71822283	1098
ANAPC16_m73983789	394
ANAPC16_m73992836	1584
ANAPC16_p73983681	604
ANAPC16_p73983708	2348
ANAPC16_p73983714	1292
ANAPC16_p73983792	2097
ANAPC16_p73992752	1084
ANAPC16_p73992786	1325
ANAPC16_p73992800	3039
ANAPC16_p73992828	3532
ANAPC1_m112596027	3152
ANAPC1_m112601025	1358
ANAPC1_m112605303	800
ANAPC1_m112620052	414
ANAPC1_m112638359	1324
ANAPC1_p112592394	544
ANAPC1_p112615868	1519
ANAPC1_p112621329	407
ANAPC1_p112621341	1473
ANAPC1_p112625646	3442
ANAPC2_m140082874	459
ANAPC2_m140082884	1571
ANAPC2_m140082893	2782
ANAPC2_m140082898	1759
ANAPC2_m140082915	1198
ANAPC2_m140082920	125
ANAPC2_m140082932	257
ANAPC2_m140082958	1038
ANAPC2_m140082965	134
ANAPC2_m140082977	83
ANAPC4_m25379064	761
ANAPC4_m25379075	439
ANAPC4_m25379080	62
ANAPC4_m25379139	228
ANAPC4_m25379164	1636
ANAPC4_p25379066	53
ANAPC4_p25379090	336
ANAPC4_p25379122	385
ANAPC4_p25379151	1022
ANAPC4_p25379156	64
ANAPC5_m121783708	3225
ANAPC5_m121783740	779
ANAPC5_m121783810	1804
ANAPC5_m121784722	1007
ANAPC5_m121784773	1191
ANAPC5_m121784779	815
ANAPC5_m121784790	560
ANAPC5_p121783762	616
ANAPC5_p121783784	394
ANAPC5_p121784731	975
ANAPC7_m110841394	1778
ANAPC7_m110841401	2845
ANAPC7_m110841410	1313
ANAPC7_m110841449	1503
ANAPC7_p110834222	812
ANAPC7_p110841347	886
ANAPC7_p110841360	584
ANAPC7_p110841429	663
ANAPC7_p110841436	592
ANAPC7_p110841476	407
ANGPT2_m6420307	1483
ANGPT2_m6420341	423
ANGPT2_m6420352	4076
ANGPT2_m6420369	3678
ANGPT2_m6420379	1508
ANGPT2_m6420412	465
ANGPT2_p6420298	727
ANGPT2_p6420314	2822
ANGPT2_p6420325	2020
ANGPT2_p6420386	1171
ANG_m21161782	625
ANG_m21161790	380
ANG_m21161808	1119
ANG_m21161824	1491
ANG_m21161829	2424
ANG_p21161710	290
ANG_p21161716	1460
ANG_p21161743	283
ANG_p21161749	1786
ANG_p21161835	496
ANK3_m61898739	1675
ANK3_m61898760	1087
ANK3_m61898791	2997
ANK3_m61898800	962
ANK3_m61898807	376
ANK3_m61898828	1131
ANK3_p61898745	1387
ANK3_p61898750	1796
ANK3_p61898773	2020
ANK3_p61898781	69
ANKHD1_m139781586	1008
ANKHD1_m139781599	629
ANKHD1_m139781708	602
ANKHD1_p139781546	2043
ANKHD1_p139781552	1222
ANKHD1_p139781569	941
ANKHD1_p139781578	442
ANKHD1_p139781672	1255
ANKHD1_p139781699	496
ANKHD1_p139781711	2328
ANKK1_m113258621	750
ANKK1_m113258648	1664
ANKK1_m113258658	921
ANKK1_m113258686	784
ANKK1_p113258650	2684
ANKK1_p113258668	3863
ANKK1_p113258675	1091
ANKK1_p113258689	2554
ANKK1_p113258698	1004
ANKK1_p113258703	714
ANKLE2_m133338249	952
ANKLE2_m133338280	857
ANKLE2_m133338285	512
ANKLE2_m133338293	809
ANKLE2_m133338300	287
ANKLE2_m133338320	762
ANKLE2_m133338328	1704
ANKLE2_m133338338	833
ANKLE2_m133338368	538
ANKLE2_p133338220	405
ANKRA2_m72858557	308
ANKRA2_m72858569	2205
ANKRA2_m72858580	1549
ANKRA2_m72858663	438
ANKRA2_m72858680	2463
ANKRA2_m72858687	539
ANKRA2_p72858572	653
ANKRA2_p72858615	1266
ANKRA2_p72858628	1147
ANKRA2_p72858651	1260
ANKRD11_m89371685	2888
ANKRD11_m89371691	1393
ANKRD11_m89371698	3220
ANKRD11_m89383349	1216
ANKRD11_m89383415	2190
ANKRD11_m89383420	1948
ANKRD11_p89371653	824
ANKRD11_p89383357	1266
ANKRD11_p89383386	1023
ANKRD11_p89383400	789
ANKRD12_m9182505	1274
ANKRD12_m9195664	267
ANKRD12_m9211587	1448
ANKRD12_m9211592	3013
ANKRD12_p9182471	724
ANKRD12_p9182487	942
ANKRD12_p9195589	1842
ANKRD12_p9195674	1643
ANKRD12_p9208641	541
ANKRD12_p9208779	1702
ANKRD17_m74124229	538
ANKRD17_m74124246	965
ANKRD17_m74124266	855
ANKRD17_m74124334	1686
ANKRD17_m74124341	679
ANKRD17_m74124357	464
ANKRD17_m74124363	345
ANKRD17_p74124186	557
ANKRD17_p74124212	1547
ANKRD17_p74124220	1209
ANKRD1_m92678910	279
ANKRD1_m92679927	3091
ANKRD1_m92679968	585
ANKRD1_m92680005	1202
ANKRD1_m92680081	3001
ANKRD1_m92680088	822
ANKRD1_m92680100	1616
ANKRD1_m92680759	631
ANKRD1_p92678952	1048
ANKRD1_p92680037	1097
ANKRD23_m97508170	837
ANKRD23_m97508182	1316
ANKRD23_m97508189	401
ANKRD23_m97508204	708
ANKRD23_m97508216	504
ANKRD23_m97508227	645
ANKRD23_m97508243	787
ANKRD23_m97509704	459
ANKRD23_p97508174	1597
ANKRD23_p97509708	1833
ANKRD28_m15762614	1007
ANKRD28_m15765934	1105
ANKRD28_m15765977	2515
ANKRD28_m15765997	1665
ANKRD28_m15776931	1412
ANKRD28_m15776981	817
ANKRD28_p15762602	1139
ANKRD28_p15765918	496
ANKRD28_p15776913	982
ANKRD28_p15776985	1527
ANKRD30A_m37414905	582
ANKRD30A_m37414912	190
ANKRD30A_m37414929	951
ANKRD30A_m37418840	1563
ANKRD30A_m37418853	756
ANKRD30A_m37419146	1892
ANKRD30A_p37414872	1959
ANKRD30A_p37414914	549
ANKRD30A_p37418897	1775
ANKRD30A_p37419128	1683
ANKRD32_m93964532	1647
ANKRD32_m93964547	2158
ANKRD32_m93966225	372
ANKRD32_m93966312	1119
ANKRD32_m93966323	1857
ANKRD32_p93964503	500
ANKRD32_p93966192	98
ANKRD32_p93966205	1869
ANKRD32_p93966264	358
ANKRD32_p93966350	1295
ANKRD34B_m79855712	2099
ANKRD34B_m79855775	901
ANKRD34B_m79855809	225
ANKRD34B_m79855825	1678
ANKRD34B_m79855830	2316
ANKRD34B_p79855681	999
ANKRD34B_p79855715	1795
ANKRD34B_p79855753	1212
ANKRD34B_p79855762	1051
ANKRD34B_p79855778	528
ANKRD37_m186318356	736
ANKRD37_m186318363	877
ANKRD37_m186318391	1262
ANKRD37_p186318067	1186
ANKRD37_p186318288	1111
ANKRD37_p186318305	1029
ANKRD37_p186318312	191
ANKRD37_p186318372	762
ANKRD37_p186318378	1300
ANKRD37_p186318400	997
ANKRD42_m82905739	2257
ANKRD42_p82905697	2341
ANKRD42_p82909512	1461
ANKRD42_p82909549	1775
ANKRD42_p82909578	968
ANKRD42_p82917097	761
ANKRD42_p82917102	330
ANKRD42_p82917132	2814
ANKRD42_p82917163	843
ANKRD42_p82917185	3067
ANKRD49_m94230080	873
ANKRD49_m94231243	706
ANKRD49_m94231375	3196
ANKRD49_m94231441	1178
ANKRD49_p94229927	510
ANKRD49_p94231228	775
ANKRD49_p94231267	2594
ANKRD49_p94231331	1861
ANKRD49_p94231346	966
ANKRD49_p94231408	743
ANKRD54_m38240105	680
ANKRD54_m38240172	1972
ANKRD54_m38240186	427
ANKRD54_m38240204	1472
ANKRD54_m38240230	1795
ANKRD54_p38240040	1281
ANKRD54_p38240138	1181
ANKRD54_p38240144	481
ANKRD54_p38240178	1306
ANKRD54_p38240189	945
ANKRD6_m90276703	805
ANKRD6_m90276736	881
ANKRD6_m90276760	1619
ANKRD6_m90305650	510
ANKRD6_p90276691	1458
ANKRD6_p90276751	990
ANKRD6_p90276769	1426
ANKRD6_p90276777	167
ANKRD6_p90276784	1792
ANKRD6_p90276793	842
ANKRD7_m117864927	444
ANKRD7_m117864934	541
ANKRD7_m117865018	457
ANKRD7_m117874491	477
ANKRD7_m117874499	1177
ANKRD7_m117874504	772
ANKRD7_m117874589	1969
ANKRD7_p117864913	1712
ANKRD7_p117864968	817
ANKRD7_p117865027	968
ANKS1A_m34857226	162
ANKS1A_m34857366	1461
ANKS1A_p34857184	535
ANKS1A_p34857197	2806
ANKS1A_p34857230	1066
ANKS1A_p34857237	765
ANKS1A_p34857248	2100
ANKS1A_p34857254	1003
ANKS1A_p34857357	310
ANKS1A_p34935004	866
ANKS1B_m99174925	251
ANKS1B_m99174959	621
ANKS1B_m99175905	1063
ANKS1B_p99174931	779
ANKS1B_p99175896	1079
ANKS1B_p99194776	1309
ANKS1B_p99194817	1583
ANKS1B_p99194841	1815
ANKS1B_p99194852	1214
ANKS1B_p99194858	1523
ANLN_m36435893	241
ANLN_m36435899	418
ANLN_m36435937	2305
ANLN_m36435949	592
ANLN_m36435985	471
ANLN_m36436013	393
ANLN_p36435861	1065
ANLN_p36435878	1461
ANLN_p36435929	517
ANLN_p36438739	1631
ANO2_m6031813	634
ANO2_m6031825	1624
ANO2_m6031870	1354
ANO2_m6031914	993
ANO2_p6031804	852
ANO2_p6031815	946
ANO2_p6031834	1643
ANO2_p6031878	168
ANO2_p6031919	944
ANO2_p6031924	805
ANO7_m242128077	1195
ANO7_m242128082	929
ANO7_m242128089	799
ANO7_m242128115	1604
ANO7_m242128144	656
ANO7_p242128013	2553
ANO7_p242128027	1392
ANO7_p242128032	1509
ANO7_p242128100	682
ANO7_p242128117	1749
ANP32A_m69079753	1917
ANP32A_m69079791	694
ANP32A_m69079847	2089
ANP32A_m69080110	20
ANP32A_m69080157	1385
ANP32A_m69080242	879
ANP32A_p69076821	889
ANP32A_p69080126	1484
ANP32A_p69080131	1544
ANP32A_p69113021	1014
ANP32B_m100745884	842
ANP32B_m100756998	823
ANP32B_m100760949	2225
ANP32B_m100767297	1599
ANP32B_m100767348	763
ANP32B_m100767376	2030
ANP32B_p100756908	2015
ANP32B_p100760938	2269
ANP32B_p100767379	1445
ANP32B_p100767403	925
ANP32E_m150201446	1269
ANP32E_m150201460	767
ANP32E_m150201515	1420
ANP32E_m150204144	942
ANP32E_m150204149	653
ANP32E_m150204164	1130
ANP32E_p150201494	719
ANP32E_p150201518	219
ANP32E_p150204115	319
ANP32E_p150204122	381
ANXA11_m81930562	830
ANXA11_m81930589	2021
ANXA11_m81930659	1935
ANXA11_m81932564	1119
ANXA11_m81932606	1251
ANXA11_p81930597	1923
ANXA11_p81930624	1467
ANXA11_p81932552	1146
ANXA11_p81932567	957
ANXA11_p81932596	788
ANXA1_m75773474	1485
ANXA1_m75773629	1817
ANXA1_m75773658	3166
ANXA1_m75773668	4289
ANXA1_m75773676	2687
ANXA1_p75773459	133
ANXA1_p75773464	1222
ANXA1_p75773610	1773
ANXA1_p75773619	1590
ANXA1_p75773660	1575
ANXA7_m75158069	342
ANXA7_m75158090	1912
ANXA7_m75160570	606
ANXA7_m75160603	1250
ANXA7_p75158072	1095
ANXA7_p75158078	1277
ANXA7_p75158093	1102
ANXA7_p75158120	1323
ANXA7_p75160549	1824
ANXA7_p75160555	866
AP1AR_m113178939	1186
AP1AR_m113181925	1313
AP1AR_p113153256	1534
AP1AR_p113153270	427
AP1AR_p113153276	2923
AP1AR_p113153298	744
AP1AR_p113153304	2137
AP1AR_p113174390	454
AP1AR_p113178931	703
AP1AR_p113181912	328
AP3B2_m83358152	554
AP3B2_m83358170	887
AP3B2_m83358182	2477
AP3B2_m83378347	1206
AP3B2_m83378414	5500
AP3B2_p83358173	1152
AP3B2_p83358186	1453
AP3B2_p83378335	476
AP3B2_p83378359	577
AP3B2_p83378419	511
AP5Z1_m4820814	251
AP5Z1_m4820843	2004
AP5Z1_p4815333	697
AP5Z1_p4815342	918
AP5Z1_p4815360	2723
AP5Z1_p4815365	346
AP5Z1_p4820793	836
AP5Z1_p4820799	1077
AP5Z1_p4820822	1066
AP5Z1_p4820847	589
APAF1_m99042207	759
APAF1_m99042406	989
APAF1_m99042467	1560
APAF1_m99042521	1797
