gRNA	KBM7.final
FAM71A_p212798299	2590
FAM71A_p212798401	2411
FAM71A_p212798410	1067
FAM71B_m156592964	2575
FAM71B_m156592974	1929
FAM71B_m156593075	1046
FAM71B_p156592907	1706
FAM71B_p156592913	4752
FAM71B_p156592921	2477
FAM71B_p156592956	1366
FAM71B_p156593121	3445
FAM71B_p156593135	3137
FAM71B_p156593158	3370
FAM71C_m100041976	567
FAM71C_m100042000	2683
FAM71C_m100042084	416
FAM71C_m100042151	2868
FAM71C_m100042186	3137
FAM71C_p100041963	1902
FAM71C_p100042005	850
FAM71C_p100042052	604
FAM71C_p100042134	1807
FAM71C_p100042143	1375
FAM71D_m67664906	1058
FAM71D_m67664940	1188
FAM71D_m67664948	2010
FAM71D_m67665010	1869
FAM71D_m67669832	1098
FAM71D_m67669848	833
FAM71D_m67669853	1233
FAM71D_p67664888	2433
FAM71D_p67669801	2529
FAM71D_p67669835	981
FAM71E1_m50979468	1040
FAM71E1_m50979473	138
FAM71E1_m50979582	385
FAM71E1_p50979475	690
FAM71E1_p50979487	1235
FAM71E1_p50979523	5539
FAM71E1_p50979528	1828
FAM71E1_p50979553	3422
FAM71E1_p50979584	977
FAM71E1_p50979611	1114
FAM71E2_m55874286	481
FAM71E2_m55874366	413
FAM71E2_m55874393	547
FAM71E2_m55874413	169
FAM71E2_m55874428	635
FAM71E2_p55874288	1224
FAM71E2_p55874294	283
FAM71E2_p55874301	2845
FAM71E2_p55874325	865
FAM71E2_p55874385	1258
FAM71F1_m128355513	1533
FAM71F1_m128355565	2514
FAM71F1_m128355570	360
FAM71F1_m128355578	1286
FAM71F1_m128355583	1989
FAM71F1_m128355611	1882
FAM71F1_m128355618	181
FAM71F1_p128355505	794
FAM71F1_p128355623	1527
FAM71F1_p128355630	819
FAM71F2_m128312474	390
FAM71F2_m128312493	1314
FAM71F2_m128312528	1024
FAM71F2_m128312553	856
FAM71F2_m128312572	698
FAM71F2_p128312465	1870
FAM71F2_p128312478	1061
FAM71F2_p128312483	2988
FAM71F2_p128312555	161
FAM71F2_p128312582	634
FAM73A_m78245341	1401
FAM73A_m78245411	639
FAM73A_p78245343	1142
FAM73A_p78245353	977
FAM73A_p78245361	1090
FAM73A_p78245367	813
FAM73A_p78245385	2299
FAM73A_p78245390	1846
FAM73A_p78245399	949
FAM73A_p78248910	991
FAM73B_m131802874	1254
FAM73B_m131802884	1298
FAM73B_m131802892	1782
FAM73B_m131802916	1547
FAM73B_m131802942	1359
FAM73B_p131802862	2174
FAM73B_p131802896	1181
FAM73B_p131802905	1078
FAM73B_p131802947	387
FAM73B_p131804580	687
FAM76A_m28052636	177
FAM76A_m28071217	1087
FAM76A_m28071228	46
FAM76A_m28071247	2123
FAM76A_p28054025	838
FAM76A_p28059146	907
FAM76A_p28071149	1435
FAM76A_p28071165	855
FAM76A_p28071189	1688
FAM76A_p28071253	1984
FAM76B_m95521664	123
FAM76B_m95521721	1460
FAM76B_m95522574	150
FAM76B_p95522548	1098
FAM76B_p95522554	1068
FAM76B_p95522581	1315
FAM76B_p95522591	1393
FAM76B_p95522597	800
FAM76B_p95522605	1632
FAM76B_p95522612	1900
FAM78A_m134151451	765
FAM78A_m134151458	1606
FAM78A_m134151463	2150
FAM78A_m134151483	615
FAM78A_m134151504	1179
FAM78A_m134151561	383
FAM78A_p134151485	1869
FAM78A_p134151493	2016
FAM78A_p134151511	641
FAM78A_p134151516	932
FAM81A_m59752151	84
FAM81A_m59752161	2161
FAM81A_m59752166	724
FAM81A_m59752172	2579
FAM81A_m59752180	3532
FAM81A_m59752197	1878
FAM81A_m59752241	2817
FAM81A_m59752247	1841
FAM81A_m59752265	2165
FAM81A_p59752188	1337
FAM81B_m94727110	2578
FAM81B_m94728521	2280
FAM81B_m94728526	1535
FAM81B_m94728569	870
FAM81B_m94728574	1381
FAM81B_m94731845	478
FAM81B_p94727090	3320
FAM81B_p94727098	1428
FAM81B_p94727195	804
FAM81B_p94728541	980
FAM83A_m124195128	2294
FAM83A_m124195164	1822
FAM83A_m124195172	821
FAM83A_p124195082	3250
FAM83A_p124195088	1730
FAM83A_p124195095	202
FAM83A_p124195136	1861
FAM83A_p124195142	2123
FAM83A_p124195151	998
FAM83A_p124195181	2449
FAM83B_m54735054	2663
FAM83B_m54735069	1369
FAM83B_m54735110	1155
FAM83B_m54735138	2019
FAM83B_m54735190	1148
FAM83B_m54735250	813
FAM83B_p54735097	4425
FAM83B_p54735102	1473
FAM83B_p54735169	1262
FAM83B_p54735196	821
FAM83D_m37554995	2864
FAM83D_m37555008	135
FAM83D_m37555028	694
FAM83D_m37555060	1669
FAM83D_m37555076	2642
FAM83D_m37555083	3186
FAM83D_p37554981	369
FAM83D_p37554999	540
FAM83D_p37555014	540
FAM83D_p37555066	1957
FAM83E_m49116526	835
FAM83E_m49116532	1277
FAM83E_m49116572	300
FAM83E_m49116580	657
FAM83E_m49116588	821
FAM83E_m49116595	629
FAM83E_m49116600	924
FAM83E_m49116610	196
FAM83E_p49116517	1323
FAM83E_p49116539	760
FAM83F_m40391047	2349
FAM83F_m40391053	2530
FAM83F_m40391059	1304
FAM83F_m40391072	2055
FAM83F_m40391104	929
FAM83F_p40391075	2188
FAM83F_p40391084	2533
FAM83F_p40391090	777
FAM83F_p40391113	403
FAM83F_p40391119	865
FAM83G_m18907248	473
FAM83G_m18907257	2257
FAM83G_m18907309	2102
FAM83G_m18907329	191
FAM83G_m18907341	1052
FAM83G_p18907265	798
FAM83G_p18907270	681
FAM83G_p18907279	1234
FAM83G_p18907296	2950
FAM83G_p18907333	2547
FAM83H_m144812658	284
FAM83H_m144812664	450
FAM83H_m144812701	953
FAM83H_m144812723	1012
FAM83H_p144812643	1413
FAM83H_p144812666	796
FAM83H_p144812673	944
FAM83H_p144812680	1324
FAM83H_p144812690	168
FAM83H_p144812725	1065
FAM84B_m127569550	3141
FAM84B_m127569564	1464
FAM84B_m127569569	1335
FAM84B_m127569582	743
FAM84B_m127569594	663
FAM84B_m127569621	2651
FAM84B_p127569496	327
FAM84B_p127569552	801
FAM84B_p127569585	300
FAM84B_p127569603	375
FAM86A_m5139224	2558
FAM86A_m5140516	2313
FAM86A_m5140532	828
FAM86A_m5143514	1277
FAM86A_p5140225	946
FAM86A_p5140231	216
FAM86A_p5140429	1498
FAM86A_p5140518	1049
FAM86A_p5143505	2502
FAM86A_p5147658	2171
FAM89A_m231175701	733
FAM89A_m231175759	2347
FAM89A_m231175776	1091
FAM89A_m231175835	1509
FAM89A_m231175841	1262
FAM89A_m231175848	1688
FAM89A_m231175861	1257
FAM89A_m231175951	940
FAM89A_p231175788	2161
FAM89A_p231175853	1334
FAM89B_m65340202	1426
FAM89B_m65340212	543
FAM89B_m65340220	949
FAM89B_m65340280	928
FAM89B_m65340289	1534
FAM89B_p65340136	1103
FAM89B_p65340142	1416
FAM89B_p65340148	507
FAM89B_p65340174	206
FAM89B_p65340222	1345
FAM8A1_m17600655	153
FAM8A1_m17600672	1658
FAM8A1_m17600679	587
FAM8A1_m17600705	1738
FAM8A1_m17600717	498
FAM8A1_m17600722	464
FAM8A1_m17600732	1425
FAM8A1_p17600627	1741
FAM8A1_p17600658	2319
FAM8A1_p17600819	350
FAM90A1_m8375108	1776
FAM90A1_m8376715	419
FAM90A1_m8376777	1057
FAM90A1_p8375093	733
FAM90A1_p8375159	1036
FAM90A1_p8375257	1624
FAM90A1_p8375298	1843
FAM90A1_p8376129	1519
FAM90A1_p8376636	241
FAM90A1_p8376651	1446
FAM91A1_m124781003	184
FAM91A1_m124786375	2784
FAM91A1_p124780992	1889
FAM91A1_p124786304	718
FAM91A1_p124786382	1755
FAM91A1_p124787479	1320
FAM91A1_p124787516	2416
FAM91A1_p124790890	1379
FAM91A1_p124790947	1176
FAM91A1_p124790954	3365
FAM92B_m85143971	950
FAM92B_m85143992	985
FAM92B_m85144034	923
FAM92B_m85144052	1789
FAM92B_m85144058	725
FAM92B_m85145940	2447
FAM92B_p85144002	1143
FAM92B_p85144008	1921
FAM92B_p85144014	1978
FAM92B_p85144037	775
FAM96A_m64385845	697
FAM96A_m64385886	2332
FAM96A_m64385897	178
FAM96A_m64385919	637
FAM96A_m64385940	390
FAM96A_m64385952	128
FAM96A_m64385960	461
FAM96A_p64385889	963
FAM96A_p64385900	773
FAM96A_p64385931	2086
FAM96B_m66967924	185
FAM96B_m66967945	74
FAM96B_m66968161	318
FAM96B_m66968198	641
FAM96B_m66968252	0
FAM96B_m66968259	110
FAM96B_p66967914	494
FAM96B_p66967934	93
FAM96B_p66968132	1788
FAM96B_p66968166	428
FAM98A_m33820653	296
FAM98A_m33820666	1362
FAM98A_m33820680	669
FAM98A_m33820687	1265
FAM98A_m33820698	816
FAM98A_m33824237	2651
FAM98A_m33824248	1467
FAM98A_m33824257	3032
FAM98A_m33824272	1791
FAM98A_p33820671	1139
FAM98B_m38746387	90
FAM98B_m38746392	578
FAM98B_m38756245	885
FAM98B_p38746347	1136
FAM98B_p38746352	1138
FAM98B_p38746358	949
FAM98B_p38746400	419
FAM98B_p38746409	160
FAM98B_p38756218	197
FAM98B_p38756250	317
FAM98C_m38893830	1622
FAM98C_p38893780	2661
FAM98C_p38893786	1163
FAM98C_p38893797	2973
FAM98C_p38893802	309
FAM98C_p38893834	1391
FAM98C_p38893971	1796
FAM98C_p38894009	928
FAM98C_p38894034	2280
FAM98C_p38894073	2356
FAM9A_m8763436	2562
FAM9A_m8764361	3121
FAM9A_m8766192	1713
FAM9A_m8767034	957
FAM9A_m8768138	1529
FAM9A_p8763319	236
FAM9A_p8763396	188
FAM9A_p8764331	1853
FAM9A_p8767002	724
FAM9A_p8768110	1296
FAM9B_m8995910	730
FAM9B_m8995950	2913
FAM9B_m8995959	924
FAM9B_m8995980	1833
FAM9B_m8997385	2178
FAM9B_m9000172	1436
FAM9B_m9001017	1242
FAM9B_p8995898	1021
FAM9B_p8997394	1122
FAM9B_p9000163	1529
FAN1_m31196905	1003
FAN1_m31196980	1462
FAN1_m31197039	1300
FAN1_m31197088	531
FAN1_p31196857	1190
FAN1_p31197017	367
FAN1_p31197060	5112
FAN1_p31197067	914
FAN1_p31197072	2951
FAN1_p31197102	635
FANCA_m89882388	741
FANCA_m89882947	1226
FANCA_m89882978	511
FANCA_m89882991	816
FANCA_m89883010	1854
FANCA_p89882933	1574
FANCA_p89882939	1054
FANCA_p89882982	1558
FANCA_p89882996	883
FANCA_p89883002	359
FANCB_m14883230	2453
FANCB_m14883237	1180
FANCB_m14883372	356
FANCB_m14883447	666
FANCB_m14883477	1584
FANCB_m14883490	352
FANCB_m14883575	301
FANCB_m14883593	1437
FANCB_p14883277	1402
FANCB_p14883340	804
FANCC_m98011410	759
FANCC_m98011438	1204
FANCC_m98011449	4691
FANCC_m98011461	404
FANCC_m98011491	4840
FANCC_m98011503	624
FANCC_m98011509	1119
FANCC_p98011419	220
FANCC_p98011428	1726
FANCC_p98011474	662
FANCD2_m10070388	1115
FANCD2_m10074521	364
FANCD2_m10076194	345
FANCD2_m10076207	174
FANCD2_p10074595	1278
FANCD2_p10074634	1091
FANCD2_p10076176	398
FANCD2_p10076378	913
FANCD2_p10076383	1018
FANCD2_p10076398	1255
FANCE_m35420397	193
FANCE_m35420405	158
FANCE_m35420480	704
FANCE_m35420553	1395
FANCE_m35420561	621
FANCE_m35423522	2126
FANCE_p35420318	1500
FANCE_p35420506	253
FANCE_p35420516	0
FANCE_p35420525	867
FANCG_m35079211	837
FANCG_m35079224	261
FANCG_m35079445	850
FANCG_m35079472	1007
FANCG_m35079498	259
FANCG_p35079202	1087
FANCG_p35079436	982
FANCG_p35079482	631
FANCG_p35079490	2115
FANCG_p35079500	617
FANCI_m89790948	197
FANCI_m89801948	960
FANCI_m89801998	324
FANCI_m89803951	240
FANCI_p89790935	1065
FANCI_p89801985	1647
FANCI_p89803955	2077
FANCI_p89803989	2815
FANCI_p89803998	798
FANCI_p89804035	1043
FANCL_m58456973	1246
FANCL_m58459190	864
FANCL_m58459229	1864
FANCL_m58468354	525
FANCL_m58468360	1199
FANCL_m58468438	1798
FANCL_p58456944	86
FANCL_p58459194	741
FANCL_p58459210	1858
FANCL_p58468427	768
FANCM_m45605233	1894
FANCM_m45605303	955
FANCM_m45605316	906
FANCM_m45605330	706
FANCM_m45605338	515
FANCM_p45605219	919
FANCM_p45605273	2098
FANCM_p45605281	2589
FANCM_p45605294	330
FANCM_p45605318	872
FANK1_m127668740	1782
FANK1_m127668758	1152
FANK1_m127668822	1233
FANK1_p127668745	1852
FANK1_p127668780	2671
FANK1_p127668787	1543
FANK1_p127668825	1149
FANK1_p127668831	2986
FANK1_p127677126	3373
FANK1_p127677131	2752
FASLG_m172628372	957
FASLG_m172628415	973
FASLG_m172628434	4938
FASLG_m172628440	1107
FASLG_m172628461	506
FASLG_m172628497	0
FASLG_m172628524	191
FASLG_m172628553	448
FASLG_p172628388	1273
FASLG_p172628447	646
FASTK_m150776069	1203
FASTK_m150776095	1826
FASTK_m150777781	1835
FASTK_m150777787	1678
FASTK_m150777840	779
FASTK_m150777847	2365
FASTK_p150775997	1954
FASTK_p150776033	728
FASTK_p150776054	1202
FASTK_p150777794	1897
FAS_m90750634	2738
FAS_m90750652	2459
FAS_m90762831	2748
FAS_p90750618	1114
FAS_p90750625	2902
FAS_p90750641	1532
FAS_p90762833	1083
FAS_p90762838	297
FAS_p90762846	1222
FAS_p90762880	2384
FAT1_m187630771	1444
FAT1_m187630779	1848
FAT1_m187630823	1482
FAT1_m187630851	1898
FAT1_p187630763	1009
FAT1_p187630793	2217
FAT1_p187630834	550
FAT1_p187630868	908
FAT1_p187630887	1664
FAT1_p187630935	3404
FBL_m40331136	686
FBL_m40331291	204
FBL_m40331297	1
FBL_m40331303	347
FBL_m40331309	1198
FBL_m40331315	967
FBL_m40331356	1525
FBL_m40331363	231
FBL_m40336932	1152
FBL_p40336919	1450
FBXL15_m104180928	1154
FBXL15_m104181116	1358
FBXL15_m104181126	753
FBXL15_m104181147	1091
FBXL15_m104181161	835
FBXL15_p104180879	2139
FBXL15_p104180889	3521
FBXL15_p104180917	980
FBXL15_p104181106	904
FBXL15_p104181139	1211
FBXL3_m77595829	2296
FBXL3_m77595889	1513
FBXL3_m77595923	1177
FBXL3_m77595984	1599
FBXL3_p77595808	1600
FBXL3_p77595819	1842
FBXL3_p77595838	122
FBXL3_p77595856	587
FBXL3_p77595911	451
FBXL3_p77595946	557
FBXL4_m99374670	2958
FBXL4_p99374678	2088
FBXL4_p99374686	625
FBXL4_p99374706	2318
FBXL4_p99374740	934
FBXL4_p99374774	449
FBXL4_p99374779	499
FBXL4_p99374788	840
FBXL4_p99374825	1971
FBXL4_p99374835	632
FBXL7_m15616090	1098
FBXL7_m15616147	1774
FBXL7_m15616157	609
FBXL7_m15616175	1461
FBXL7_m15927997	2045
FBXL7_m15928004	3245
FBXL7_p15500779	3521
FBXL7_p15500791	2965
FBXL7_p15500799	1641
FBXL7_p15616159	641
FBXO11_m48063083	2087
FBXO11_m48063126	829
FBXO11_m48066064	788
FBXO11_m48066097	748
FBXO11_m48066785	207
FBXO11_m48066865	1196
FBXO11_m48066871	822
FBXO11_p48063048	856
FBXO11_p48066114	1778
FBXO11_p48066777	1717
FBXO18_m5948090	680
FBXO18_m5948130	486
FBXO18_m5948195	1102
FBXO18_m5948200	1378
FBXO18_p5948081	1786
FBXO18_p5948135	1685
FBXO18_p5948148	934
FBXO18_p5948153	2561
FBXO18_p5948163	2903
FBXO18_p5948204	781
FBXO22_m76196313	564
FBXO22_m76196336	432
FBXO22_m76196344	883
FBXO22_m76196354	409
FBXO22_p76196291	55
FBXO22_p76196304	1390
FBXO22_p76196316	234
FBXO22_p76196360	1017
FBXO22_p76196366	915
FBXO22_p76196372	418
FBXO25_m401267	541
FBXO25_m401281	1724
FBXO25_m401291	1391
FBXO25_m401320	41
FBXO25_p400010	402
FBXO25_p400015	1593
FBXO25_p401327	114
FBXO25_p401333	2661
FBXO25_p401350	842
FBXO25_p401367	1212
FBXO31_m87417124	527
FBXO31_m87417206	3454
FBXO31_m87417302	1141
FBXO31_m87417321	1950
FBXO31_m87417327	1450
FBXO31_p87417141	1615
FBXO31_p87417212	829
FBXO31_p87417236	798
FBXO31_p87417251	641
FBXO31_p87417294	1660
FBXO32_m124518719	837
FBXO32_m124518729	1632
FBXO32_m124518735	299
FBXO32_m124518740	1310
FBXO32_m124518751	823
FBXO32_m124518803	1390
FBXO32_p124518758	1225
FBXO32_p124518772	6759
FBXO32_p124518777	1790
FBXO32_p124518787	716
FBXO38_m147774393	211
FBXO38_m147778567	1487
FBXO38_m147778605	909
FBXO38_m147778629	1327
FBXO38_p147774398	1671
FBXO38_p147778555	868
FBXO38_p147778584	2268
FBXO38_p147778594	1247
FBXO38_p147778646	2618
FBXO38_p147778653	1488
FBXO3_m33792324	70
FBXO3_m33796021	69
FBXO3_m33796033	1932
FBXO3_p33792326	863
FBXO3_p33792357	2172
FBXO3_p33795962	1740
FBXO3_p33795985	1168
FBXO3_p33795993	1974
FBXO3_p33796004	1248
FBXO3_p33796013	974
FBXO40_m121340299	2837
FBXO40_m121340311	130
FBXO40_m121340338	830
FBXO40_m121340347	479
FBXO40_m121340354	100
FBXO40_m121340364	1707
FBXO40_m121340370	1155
FBXO40_m121340377	1149
FBXO40_p121340302	3222
FBXO40_p121340356	487
FBXO43_m101154254	1265
FBXO43_m101154334	1963
FBXO43_m101154341	1031
FBXO43_m101154353	472
FBXO43_m101154362	2903
FBXO43_m101157280	1531
FBXO43_m101157326	932
FBXO43_p101154283	902
FBXO43_p101154296	592
FBXO43_p101157297	3671
FBXO5_m153296550	379
FBXO5_m153296571	725
FBXO5_m153296586	835
FBXO5_m153296675	329
FBXO5_m153296686	1033
FBXO5_p153296530	1181
FBXO5_p153296542	921
FBXO5_p153296592	1294
FBXO5_p153296611	990
FBXO5_p153296644	1998
FBXO6_m11728728	1195
FBXO6_m11728734	932
FBXO6_m11728743	1181
FBXO6_m11728864	3685
FBXO6_m11728891	1441
FBXO6_m11728911	2194
FBXO6_m11728966	1537
FBXO6_m11728978	1988
FBXO6_p11728896	1662
FBXO6_p11728950	1776
FBXO7_m32875219	2858
FBXO7_m32875233	31
FBXO7_m32879962	1722
FBXO7_p32875199	1111
FBXO7_p32875204	242
FBXO7_p32875224	727
FBXO7_p32875240	1718
FBXO7_p32879915	763
FBXO7_p32879966	1181
FBXO7_p32879973	1272
FBXW11_m171337577	1339
FBXW11_m171337600	723
FBXW11_m171337637	811
FBXW11_m171337683	427
FBXW11_m171337762	411
FBXW11_m171433463	1471
FBXW11_m171433484	444
FBXW11_m171433493	2056
FBXW11_p171433452	3910
FBXW11_p171433476	855
FBXW5_m139838396	1677
FBXW5_m139838426	822
FBXW5_m139838473	769
FBXW5_m139838524	2411
FBXW5_p139838381	928
FBXW5_p139838400	1361
FBXW5_p139838411	1119
FBXW5_p139838430	1336
FBXW5_p139838477	1653
FBXW5_p139838484	342
FBXW7_m153268112	503
FBXW7_m153268153	611
FBXW7_m153271195	1030
FBXW7_m153271248	1242
FBXW7_p153268116	1602
FBXW7_p153268134	1779
FBXW7_p153268141	3271
FBXW7_p153268184	750
FBXW7_p153268198	149
FBXW7_p153271236	78
FCF1_m75189981	17
FCF1_m75189992	1678
FCF1_m75200800	18
FCF1_m75201623	275
FCF1_p75199421	0
FCF1_p75199499	561
FCF1_p75200774	287
FCF1_p75200851	775
FCF1_p75201577	446
FCF1_p75201594	742
FDPS_m155287981	711
FDPS_m155287997	0
FDPS_m155288698	1206
FDPS_m155288711	78
FDPS_p155287765	1
FDPS_p155287790	208
FDPS_p155287946	1079
FDPS_p155287952	858
FDPS_p155288060	477
FDPS_p155289392	1400
FEM1B_m68570756	1503
FEM1B_m68570766	727
FEM1B_m68570792	730
FEM1B_m68570822	627
FEM1B_m68570835	359
FEM1B_p68570740	2163
FEM1B_p68570775	3335
FEM1B_p68570781	446
FEM1B_p68570813	1613
FEM1B_p68570842	1669
FEN1_m61562834	457
FEN1_m61562878	161
FEN1_m61562885	87
FEN1_m61563021	93
FEN1_m61563076	71
FEN1_p61562824	969
FEN1_p61562982	750
FEN1_p61563006	239
FEN1_p61563036	2487
FEN1_p61563043	99
FERMT2_m53417213	1225
FERMT2_m53417234	2729
FERMT2_m53417241	869
FERMT2_m53417246	628
FERMT2_m53417257	969
FERMT2_m53417268	715
FERMT2_m53417274	1616
FERMT2_m53417279	191
FERMT2_p53417186	2298
FERMT2_p53417198	1579
FER_m108133903	851
FER_m108134029	1727
FER_m108134062	2793
FER_p108133929	4806
FER_p108133936	1695
FER_p108133957	872
FER_p108134068	2882
FER_p108168489	2870
FER_p108168511	2674
FER_p108168524	1557
FES_m91428342	1937
FES_m91428424	2203
FES_m91428451	1276
FES_p91428316	1282
FES_p91428334	941
FES_p91428351	2062
FES_p91428363	2424
FES_p91428378	1897
FES_p91428389	5300
FES_p91428415	1076
FEV_m219848982	700
FEV_m219848998	1442
FEV_m219849003	620
FEV_m219849014	444
FEV_m219849020	1221
FEV_m219849747	239
FEV_m219849786	35
FEV_p219848944	719
FEV_p219849730	109
FEV_p219849749	3320
FEZF1_m121944318	1032
FEZF1_m121944382	366
FEZF1_m121944406	3574
FEZF1_m121944436	976
FEZF1_p121944287	2341
FEZF1_p121944322	948
FEZF1_p121944348	2206
FEZF1_p121944374	3354
FEZF1_p121944386	1203
FEZF1_p121944392	632
FEZF2_m62358376	1276
FEZF2_m62358425	223
FEZF2_m62358461	907
FEZF2_m62358515	1373
FEZF2_m62358533	1335
FEZF2_p62358378	1317
FEZF2_p62358429	1246
FEZF2_p62358453	2095
FEZF2_p62358468	752
FEZF2_p62358522	3838
FGD1_m54521753	359
FGD1_m54521860	501
FGD1_p54521733	1055
FGD1_p54521740	303
FGD1_p54521757	137
FGD1_p54521764	1297
FGD1_p54521769	535
FGD1_p54521799	1034
FGD1_p54521809	389
FGD1_p54521814	1185
FGD2_m36973633	1075
FGD2_m36976615	104
FGD2_m36976636	2072
FGD2_m36976660	518
FGD2_p36973578	1422
FGD2_p36973616	1208
FGD2_p36973639	359
FGD2_p36976617	2584
FGD2_p36976624	1302
FGD2_p36976650	3053
FGF10_m44388592	374
FGF10_m44388597	389
FGF10_m44388642	1329
FGF10_m44388665	769
FGF10_m44388775	1574
FGF10_p44388623	848
FGF10_p44388645	1356
FGF10_p44388651	1055
FGF10_p44388667	356
FGF10_p44388721	1656
FGF12_m192053231	477
FGF12_m192078237	2265
FGF12_m192078284	2211
FGF12_m192078301	1125
FGF12_p192053212	643
FGF12_p192053234	471
FGF12_p192078229	747
FGF12_p192078239	2351
FGF12_p192078252	1014
FGF12_p192078267	981
FGF13_m137785227	1451
FGF13_m137790994	2120
FGF13_m137791008	1669
FGF13_m137791020	214
FGF13_m137791027	2304
FGF13_m137791077	487
FGF13_p137790980	761
FGF13_p137791030	1447
FGF13_p137791043	1098
FGF13_p137791065	1271
FGF14_m102521132	1281
FGF14_m102521156	1206
FGF14_m102527556	362
FGF14_m102527608	1688
FGF14_m102527620	885
FGF14_p102521138	2459
FGF14_p102521145	2438
FGF14_p102527536	1533
FGF14_p102527558	1949
FGF14_p102527599	1081
FGF18_m170847218	1519
FGF18_m170847225	1213
FGF18_m170847440	161
FGF18_m170863109	884
FGF18_m170863128	2858
FGF18_p170847419	1304
FGF18_p170847425	1203
FGF18_p170863089	853
FGF18_p170863098	782
FGF18_p170863116	895
FGF1_m141993556	1176
FGF1_m141993593	1162
FGF1_m141993632	768
FGF1_m141993683	682
FGF1_p141993546	1273
FGF1_p141993559	2231
FGF1_p141993565	2694
FGF1_p141993612	376
FGF1_p141993637	160
FGF1_p141993647	1628
FGF22_m639933	224
FGF22_m640026	592
FGF22_m640067	158
FGF22_p639920	361
FGF22_p639925	1385
FGF22_p639935	1207
FGF22_p639945	969
FGF22_p639950	1254
FGF22_p640011	1107
FGF22_p640028	2381
FGF2_m123747972	169
FGF2_m123747989	1159
FGF2_m123748009	2246
FGF2_p123747920	1250
FGF2_p123747952	2195
FGF2_p123747957	1537
FGF2_p123747975	1221
FGF2_p123747981	993
FGF2_p123747999	358
FGF2_p123748021	374
FGF4_m69589725	1228
FGF4_m69589737	1870
FGF4_m69589785	1609
FGF4_m69589794	2106
FGF4_m69589803	802
FGF4_m69589812	947
FGF4_m69589847	171
FGF4_p69589727	3045
FGF4_p69589741	951
FGF4_p69589819	3587
FGFR1OP_m167412919	219
FGFR1OP_m167412931	90
FGFR1OP_m167412989	752
FGFR1OP_m167412995	207
FGFR1OP_m167416692	1683
FGFR1OP_m167416729	3281
FGFR1OP_p167412890	2765
FGFR1OP_p167412938	22
FGFR1OP_p167412950	65
FGFR1OP_p167412960	304
FGFR1_m38285516	1024
FGFR1_m38285554	2460
FGFR1_m38285597	2117
FGFR1_m38285902	0
FGFR1_p38285525	1442
FGFR1_p38285532	2517
FGFR1_p38285588	2322
FGFR1_p38285858	1591
