gRNA	KBM7.initial
AIP_p67250633	521
AIP_p67250641	173
AIP_p67250674	563
AIP_p67250685	287
AIP_p67250698	276
AIP_p67254471	676
AIRE_m45705889	526
AIRE_m45705915	693
AIRE_m45705933	672
AIRE_m45705953	659
AIRE_m45705965	716
AIRE_m45705970	123
AIRE_p45705893	665
AIRE_p45705902	95
AIRE_p45705924	480
AIRE_p45705978	412
AJUBA_m23443317	641
AJUBA_m23444242	772
AJUBA_p23444032	498
AJUBA_p23444066	149
AJUBA_p23444172	406
AJUBA_p23444189	652
AJUBA_p23444211	279
AJUBA_p23444249	318
AJUBA_p23444260	835
AJUBA_p23444268	1489
AK1_m130635029	310
AK1_m130635058	290
AK1_m130635080	556
AK1_m130635113	778
AK1_m130635118	772
AK1_m130635125	507
AK1_m130636891	1152
AK1_p130635084	659
AK1_p130635104	89
AK1_p130635302	144
AKAP11_m42866543	341
AKAP11_m42866626	38
AKAP11_m42871213	347
AKAP11_p42866552	772
AKAP11_p42866576	506
AKAP11_p42866591	510
AKAP11_p42866615	385
AKAP11_p42869820	356
AKAP11_p42869856	265
AKAP11_p42871182	147
AKAP13_m86182637	322
AKAP13_m86182668	466
AKAP13_m86189139	483
AKAP13_m86189152	293
AKAP13_p86182639	198
AKAP13_p86182658	438
AKAP13_p86189043	120
AKAP13_p86189050	551
AKAP13_p86189055	927
AKAP13_p86189142	502
AKAP6_m32902700	533
AKAP6_m32902730	714
AKAP6_m32902746	228
AKAP6_m32902753	206
AKAP6_m32902774	166
AKAP6_m32902781	301
AKAP6_p32902734	462
AKAP6_p32902755	98
AKAP6_p32902785	329
AKAP6_p32902791	798
AKAP8L_m15514822	224
AKAP8L_m15514833	403
AKAP8L_m15521332	419
AKAP8L_m15521363	477
AKAP8L_m15521395	238
AKAP8L_m15529723	362
AKAP8L_p15521319	705
AKAP8L_p15521334	902
AKAP8L_p15521375	616
AKAP8L_p15529713	807
AKAP8_m15484827	636
AKAP8_m15485415	677
AKAP8_m15485420	595
AKAP8_m15487788	591
AKAP8_m15490525	653
AKAP8_m15490534	739
AKAP8_p15484817	455
AKAP8_p15485402	1091
AKAP8_p15487775	241
AKAP8_p15490514	611
AKIP1_m8932997	270
AKIP1_m8933040	390
AKIP1_m8933093	363
AKIP1_p8932989	509
AKIP1_p8933008	266
AKIP1_p8933042	686
AKIP1_p8933075	387
AKIP1_p8933082	495
AKIP1_p8933100	518
AKIP1_p8933113	653
AKIRIN1_m39457082	369
AKIRIN1_m39457182	373
AKIRIN1_m39457187	606
AKIRIN1_m39457213	161
AKIRIN1_m39457245	448
AKIRIN1_m39457261	272
AKIRIN1_p39457041	787
AKIRIN1_p39457072	233
AKIRIN1_p39457249	179
AKIRIN1_p39463866	705
AKIRIN2_m88411242	196
AKIRIN2_m88411311	349
AKIRIN2_m88411347	344
AKIRIN2_p88411231	423
AKIRIN2_p88411249	425
AKIRIN2_p88411262	733
AKIRIN2_p88411295	1406
AKIRIN2_p88411316	456
AKIRIN2_p88411338	414
AKIRIN2_p88411381	340
AKNA_m117143492	322
AKNA_m117143569	763
AKNA_m117143575	313
AKNA_m117143585	296
AKNA_p117143411	613
AKNA_p117143426	389
AKNA_p117143433	74
AKNA_p117143511	212
AKNA_p117143517	434
AKNA_p117143593	803
AKR1B1_m134136457	201
AKR1B1_m134136471	595
AKR1B1_m134143768	539
AKR1B1_p134136429	1479
AKR1B1_p134136445	491
AKR1B1_p134136476	489
AKR1B1_p134143733	226
AKR1B1_p134143777	471
AKR1B1_p134143783	476
AKR1B1_p134143793	701
AKR1C3_m5136646	307
AKR1C3_m5136653	255
AKR1C3_m5138600	183
AKR1C3_m5138657	112
AKR1C3_m5139711	408
AKR1C3_m5139730	493
AKR1C3_p5136671	969
AKR1C3_p5138603	239
AKR1C3_p5139675	797
AKR1C3_p5139720	143
AKT1S1_m50376455	348
AKT1S1_m50376476	237
AKT1S1_m50376481	287
AKT1S1_m50376486	178
AKT1S1_m50376512	761
AKT1S1_m50376544	205
AKT1S1_p50376396	490
AKT1S1_p50376402	1068
AKT1S1_p50376464	401
AKT1S1_p50376514	623
AKT1_m105246504	687
AKT1_m105246533	451
AKT1_m105258936	550
AKT1_m105258950	344
AKT1_m105258955	612
AKT1_m105258970	752
AKT1_p105246496	228
AKT1_p105246507	437
AKT1_p105246515	509
AKT1_p105258959	321
AKT2_m40761066	507
AKT2_m40761083	609
AKT2_m40761096	647
AKT2_m40761114	506
AKT2_p40761052	397
AKT2_p40761069	635
AKT2_p40761087	452
AKT2_p40761120	964
AKT2_p40761127	822
AKT2_p40761135	426
AKT3_m243828123	280
AKT3_m243858931	388
AKT3_m243858957	647
AKT3_m244006429	209
AKT3_m244006446	378
AKT3_p243828104	374
AKT3_p243828130	493
AKT3_p243828136	478
AKT3_p243858918	442
AKT3_p244006436	157
ALAS1_m52233277	721
ALAS1_m52233303	72
ALAS1_m52233309	139
ALAS1_m52233391	632
ALAS1_m52233405	710
ALAS1_m52233442	265
ALAS1_m52233450	729
ALAS1_m52236543	541
ALAS1_m52236550	293
ALAS1_m52236560	195
ALDH1A2_m58287300	403
ALDH1A2_m58302848	376
ALDH1A2_m58302882	172
ALDH1A2_m58306069	216
ALDH1A2_m58306075	130
ALDH1A2_m58306081	340
ALDH1A2_m58306115	225
ALDH1A2_p58302835	272
ALDH1A2_p58302942	339
ALDH1A2_p58302952	218
ALDH1B1_m38395767	459
ALDH1B1_m38395780	137
ALDH1B1_m38395794	914
ALDH1B1_m38395806	418
ALDH1B1_m38395829	507
ALDH1B1_m38395850	401
ALDH1B1_m38395858	369
ALDH1B1_p38395738	900
ALDH1B1_p38395786	191
ALDH1B1_p38395891	452
ALDH6A1_m74541659	135
ALDH6A1_m74541690	337
ALDH6A1_m74541710	174
ALDH6A1_m74551051	421
ALDH6A1_m74551075	137
ALDH6A1_m74551081	355
ALDH6A1_p74541651	514
ALDH6A1_p74541669	1071
ALDH6A1_p74541678	920
ALDH6A1_p74551039	416
ALDH7A1_m125919652	548
ALDH7A1_m125919666	444
ALDH7A1_m125928373	226
ALDH7A1_m125928414	553
ALDH7A1_m125930756	930
ALDH7A1_p125919619	650
ALDH7A1_p125919635	291
ALDH7A1_p125929055	362
ALDH7A1_p125929063	489
ALDH7A1_p125930758	178
ALG2_m101984105	255
ALG2_m101984130	107
ALG2_m101984145	227
ALG2_m101984151	782
ALG2_m101984163	397
ALG2_m101984169	1203
ALG2_p101984111	358
ALG2_p101984116	452
ALG2_p101984136	680
ALG2_p101984155	340
ALKBH2_m109530461	401
ALKBH2_m109530468	295
ALKBH2_m109530474	859
ALKBH2_m109530480	267
ALKBH2_m109530499	627
ALKBH2_m109530523	421
ALKBH2_m109530570	397
ALKBH2_m109530578	604
ALKBH2_p109530490	526
ALKBH2_p109530505	168
ALKBH3_m43904269	355
ALKBH3_m43904640	185
ALKBH3_m43904659	719
ALKBH3_m43904669	571
ALKBH3_m43904674	135
ALKBH3_m43904679	555
ALKBH3_p43904213	561
ALKBH3_p43904221	631
ALKBH3_p43904259	417
ALKBH3_p43904648	397
ALKBH4_m102100211	824
ALKBH4_m102100216	596
ALKBH4_m102105177	211
ALKBH4_m102105194	326
ALKBH4_m102105223	298
ALKBH4_m102105230	281
ALKBH4_p102100200	769
ALKBH4_p102105196	314
ALKBH4_p102105201	385
ALKBH4_p102105235	157
ALKBH5_m18087558	123
ALKBH5_m18087567	422
ALKBH5_m18087586	446
ALKBH5_m18087606	316
ALKBH5_m18087666	219
ALKBH5_m18087684	260
ALKBH5_m18087690	317
ALKBH5_p18087594	542
ALKBH5_p18087610	140
ALKBH5_p18087618	550
ALKBH6_m36504268	422
ALKBH6_m36504289	428
ALKBH6_m36504295	598
ALKBH6_m36504307	765
ALKBH6_m36505093	688
ALKBH6_p36503962	357
ALKBH6_p36504240	34
ALKBH6_p36504247	178
ALKBH6_p36504252	232
ALKBH6_p36504260	219
ALKBH7_m6372838	230
ALKBH7_m6372899	242
ALKBH7_m6372904	0
ALKBH7_p6372817	290
ALKBH7_p6372822	337
ALKBH7_p6372830	562
ALKBH7_p6372849	214
ALKBH7_p6372859	331
ALKBH7_p6372867	1222
ALKBH7_p6372872	554
ALKBH8_m107427687	1067
ALKBH8_m107427703	754
ALKBH8_m107427709	530
ALKBH8_m107431492	930
ALKBH8_m107431521	395
ALKBH8_m107431562	93
ALKBH8_p107427693	549
ALKBH8_p107431481	251
ALKBH8_p107431523	227
ALKBH8_p107431585	151
ALK_m30143375	434
ALK_m30143457	211
ALK_m30143469	87
ALK_m30143504	13
ALK_m30143513	834
ALK_p30143383	871
ALK_p30143459	473
ALK_p30143472	829
ALK_p30143485	321
ALK_p30143495	775
ALMS1_p73612986	746
ALMS1_p73612997	173
ALMS1_p73613002	350
ALMS1_p73613010	352
ALMS1_p73613016	296
ALMS1_p73613022	844
ALMS1_p73613070	239
ALMS1_p73613097	583
ALMS1_p73613103	515
ALMS1_p73613109	366
ALOX15_m4542891	909
ALOX15_m4544819	704
ALOX15_m4544829	265
ALOX15_m4544856	523
ALOX15_m4544866	420
ALOX15_m4544885	386
ALOX15_m4544916	303
ALOX15_p4544871	441
ALOX15_p4544877	447
ALOX15_p4544889	543
ALOX5AP_m31309774	449
ALOX5AP_m31309782	1661
ALOX5AP_m31309791	663
ALOX5AP_m31309807	128
ALOX5AP_m31318208	667
ALOX5AP_m31318235	596
ALOX5AP_p31309739	844
ALOX5AP_p31309756	367
ALOX5AP_p31318194	77
ALOX5AP_p31318219	412
ALOX5_m45869728	433
ALOX5_m45869733	1052
ALOX5_m45869749	26
ALOX5_m45869755	214
ALOX5_m45869765	477
ALOX5_m45869776	319
ALOX5_p45869720	354
ALOX5_p45869736	642
ALOX5_p45869786	426
ALOX5_p45869792	136
ALPK1_m113299043	784
ALPK1_m113332981	574
ALPK1_m113332989	400
ALPK1_m113332998	763
ALPK1_m113333005	565
ALPK1_p113298998	267
ALPK1_p113299004	676
ALPK1_p113299032	776
ALPK1_p113332971	188
ALPK1_p113333008	374
ALPK2_m56274621	583
ALPK2_m56274632	475
ALPK2_m56274637	321
ALPK2_m56274656	394
ALPK2_m56278922	432
ALPK2_m56278965	169
ALPK2_m56279014	359
ALPK2_p56274642	425
ALPK2_p56278937	460
ALPK2_p56278947	372
ALPK3_p85360064	606
ALPK3_p85360069	861
ALPK3_p85360085	445
ALPK3_p85360100	247
ALPK3_p85360105	543
ALPK3_p85360110	258
ALPK3_p85360115	905
ALPK3_p85360126	1453
ALPK3_p85360137	381
ALPK3_p85360143	613
ALS2CR8_m203806660	177
ALS2CR8_m203807528	460
ALS2CR8_m203807583	284
ALS2CR8_p203806646	198
ALS2CR8_p203806681	208
ALS2CR8_p203807463	218
ALS2CR8_p203807477	245
ALS2CR8_p203807555	239
ALS2CR8_p203807605	295
ALS2CR8_p203807647	402
ALX1_m85674067	330
ALX1_m85674211	868
ALX1_m85674217	555
ALX1_m85674244	745
ALX1_p85674101	553
ALX1_p85674113	369
ALX1_p85674122	331
ALX1_p85674170	844
ALX1_p85674177	675
ALX1_p85674233	364
ALX3_m110613044	276
ALX3_m110613148	340
ALX3_m110613202	662
ALX3_p110613013	459
ALX3_p110613018	382
ALX3_p110613036	207
ALX3_p110613066	262
ALX3_p110613076	73
ALX3_p110613117	458
ALX3_p110613204	730
ALX4_m44331448	136
ALX4_m44331467	463
ALX4_m44331526	637
ALX4_m44331531	260
ALX4_m44331545	259
ALX4_m44331563	331
ALX4_m44331575	422
ALX4_p44331477	621
ALX4_p44331534	92
ALX4_p44331549	160
ALYREF_m79849260	101
ALYREF_m79849270	401
ALYREF_m79849279	158
ALYREF_m79849373	138
ALYREF_m79849387	280
ALYREF_p79849252	308
ALYREF_p79849282	312
ALYREF_p79849423	266
ALYREF_p79849429	605
ALYREF_p79849436	453
AMER1_m63413020	271
AMER1_m63413053	700
AMER1_m63413115	542
AMER1_m63413131	340
AMER1_p63412977	215
AMER1_p63413004	503
AMER1_p63413010	354
AMER1_p63413022	691
AMER1_p63413058	414
AMER1_p63413097	424
AMHR2_m53817754	537
AMHR2_m53818078	839
AMHR2_m53818172	342
AMHR2_m53818183	997
AMHR2_m53818189	925
AMHR2_p53817703	566
AMHR2_p53817711	496
AMHR2_p53817741	550
AMHR2_p53818084	534
AMHR2_p53818136	589
AMIGO2_m47472672	586
AMIGO2_m47472681	333
AMIGO2_m47472687	609
AMIGO2_m47472724	522
AMIGO2_m47472732	190
AMIGO2_m47472750	109
AMIGO2_p47472620	932
AMIGO2_p47472635	723
AMIGO2_p47472711	62
AMIGO2_p47472734	574
AMOTL1_m94501676	690
AMOTL1_m94501716	76
AMOTL1_m94528202	171
AMOTL1_m94528246	490
AMOTL1_p94501663	436
AMOTL1_p94501678	1069
AMOTL1_p94501704	265
AMOTL1_p94528248	80
AMOTL1_p94528270	355
AMOTL1_p94528276	742
AMOT_m112058587	467
AMOT_m112058602	632
AMOT_m112058619	420
AMOT_m112058633	240
AMOT_m112058668	227
AMOT_p112058635	241
AMOT_p112058653	54
AMOT_p112058660	383
AMOT_p112058708	518
AMOT_p112058724	970
ANAPC10_m145916742	696
ANAPC10_m145985725	237
ANAPC10_m145985757	849
ANAPC10_m146002813	423
ANAPC10_p145916669	1121
ANAPC10_p145916692	208
ANAPC10_p145985716	370
ANAPC10_p146002797	239
ANAPC10_p146017191	121
ANAPC10_p146017219	551
ANAPC11_m79852354	454
ANAPC11_m79852390	574
ANAPC11_p79852359	997
ANAPC11_p79852364	356
ANAPC11_p79852372	667
ANAPC11_p79852378	757
ANAPC11_p79852401	593
ANAPC11_p79852411	674
ANAPC11_p79852425	436
ANAPC11_p79857785	923
ANAPC13_m134197488	164
ANAPC13_m134201649	385
ANAPC13_m134201667	1103
ANAPC13_m134201692	724
ANAPC13_m134201712	493
ANAPC13_m134201719	1310
ANAPC13_p134197497	292
ANAPC13_p134197519	588
ANAPC13_p134197525	613
ANAPC13_p134201651	306
ANAPC15_m71821618	388
ANAPC15_m71821636	1016
ANAPC15_m71822204	488
ANAPC15_m71822210	223
ANAPC15_m71822249	1116
ANAPC15_m71822274	441
ANAPC15_p71821597	212
ANAPC15_p71821624	308
ANAPC15_p71822232	278
ANAPC15_p71822283	656
ANAPC16_m73983789	51
ANAPC16_m73992836	551
ANAPC16_p73983681	130
ANAPC16_p73983708	382
ANAPC16_p73983714	301
ANAPC16_p73983792	765
ANAPC16_p73992752	405
ANAPC16_p73992786	368
ANAPC16_p73992800	727
ANAPC16_p73992828	1213
ANAPC1_m112596027	579
ANAPC1_m112601025	461
ANAPC1_m112605303	242
ANAPC1_m112620052	78
ANAPC1_m112638359	676
ANAPC1_p112592394	157
ANAPC1_p112615868	451
ANAPC1_p112621329	141
ANAPC1_p112621341	467
ANAPC1_p112625646	1237
ANAPC2_m140082874	274
ANAPC2_m140082884	241
ANAPC2_m140082893	918
ANAPC2_m140082898	1572
ANAPC2_m140082915	743
ANAPC2_m140082920	47
ANAPC2_m140082932	457
ANAPC2_m140082958	725
ANAPC2_m140082965	256
ANAPC2_m140082977	353
ANAPC4_m25379064	812
ANAPC4_m25379075	102
ANAPC4_m25379080	255
ANAPC4_m25379139	664
ANAPC4_m25379164	207
ANAPC4_p25379066	221
ANAPC4_p25379090	416
ANAPC4_p25379122	570
ANAPC4_p25379151	631
ANAPC4_p25379156	127
ANAPC5_m121783708	1183
ANAPC5_m121783740	257
ANAPC5_m121783810	534
ANAPC5_m121784722	415
ANAPC5_m121784773	801
ANAPC5_m121784779	642
ANAPC5_m121784790	348
ANAPC5_p121783762	344
ANAPC5_p121783784	288
ANAPC5_p121784731	476
ANAPC7_m110841394	832
ANAPC7_m110841401	1780
ANAPC7_m110841410	726
ANAPC7_m110841449	618
ANAPC7_p110834222	334
ANAPC7_p110841347	725
ANAPC7_p110841360	417
ANAPC7_p110841429	263
ANAPC7_p110841436	403
ANAPC7_p110841476	147
ANGPT2_m6420307	277
ANGPT2_m6420341	240
ANGPT2_m6420352	1157
ANGPT2_m6420369	890
ANGPT2_m6420379	626
ANGPT2_m6420412	163
ANGPT2_p6420298	401
ANGPT2_p6420314	1082
ANGPT2_p6420325	720
ANGPT2_p6420386	176
ANG_m21161782	831
ANG_m21161790	234
ANG_m21161808	255
ANG_m21161824	680
ANG_m21161829	501
ANG_p21161710	109
ANG_p21161716	335
ANG_p21161743	298
ANG_p21161749	405
ANG_p21161835	286
ANK3_m61898739	246
ANK3_m61898760	386
ANK3_m61898791	546
ANK3_m61898800	206
ANK3_m61898807	119
ANK3_m61898828	406
ANK3_p61898745	609
ANK3_p61898750	597
ANK3_p61898773	654
ANK3_p61898781	19
ANKHD1_m139781586	586
ANKHD1_m139781599	118
ANKHD1_m139781708	175
ANKHD1_p139781546	712
ANKHD1_p139781552	677
ANKHD1_p139781569	266
ANKHD1_p139781578	186
ANKHD1_p139781672	532
ANKHD1_p139781699	376
ANKHD1_p139781711	946
ANKK1_m113258621	236
ANKK1_m113258648	458
ANKK1_m113258658	559
ANKK1_m113258686	18
ANKK1_p113258650	518
ANKK1_p113258668	1133
ANKK1_p113258675	310
ANKK1_p113258689	563
ANKK1_p113258698	316
ANKK1_p113258703	216
ANKLE2_m133338249	421
ANKLE2_m133338280	334
ANKLE2_m133338285	371
ANKLE2_m133338293	581
ANKLE2_m133338300	59
ANKLE2_m133338320	185
ANKLE2_m133338328	656
ANKLE2_m133338338	445
ANKLE2_m133338368	398
ANKLE2_p133338220	243
ANKRA2_m72858557	518
ANKRA2_m72858569	577
ANKRA2_m72858580	423
ANKRA2_m72858663	122
ANKRA2_m72858680	918
ANKRA2_m72858687	196
ANKRA2_p72858572	297
ANKRA2_p72858615	176
ANKRA2_p72858628	552
ANKRA2_p72858651	622
ANKRD11_m89371685	1136
ANKRD11_m89371691	564
ANKRD11_m89371698	1237
ANKRD11_m89383349	411
ANKRD11_m89383415	1178
ANKRD11_m89383420	1218
ANKRD11_p89371653	379
ANKRD11_p89383357	516
ANKRD11_p89383386	378
ANKRD11_p89383400	164
ANKRD12_m9182505	405
ANKRD12_m9195664	104
ANKRD12_m9211587	825
ANKRD12_m9211592	1195
ANKRD12_p9182471	158
ANKRD12_p9182487	471
ANKRD12_p9195589	341
ANKRD12_p9195674	858
ANKRD12_p9208641	110
ANKRD12_p9208779	998
ANKRD17_m74124229	387
ANKRD17_m74124246	566
ANKRD17_m74124266	223
ANKRD17_m74124334	597
ANKRD17_m74124341	298
ANKRD17_m74124357	291
ANKRD17_m74124363	637
ANKRD17_p74124186	149
ANKRD17_p74124212	436
ANKRD17_p74124220	494
ANKRD1_m92678910	61
ANKRD1_m92679927	708
ANKRD1_m92679968	79
ANKRD1_m92680005	519
ANKRD1_m92680081	1167
ANKRD1_m92680088	351
ANKRD1_m92680100	374
ANKRD1_m92680759	364
ANKRD1_p92678952	287
ANKRD1_p92680037	369
ANKRD23_m97508170	460
ANKRD23_m97508182	410
ANKRD23_m97508189	291
ANKRD23_m97508204	267
ANKRD23_m97508216	461
ANKRD23_m97508227	530
ANKRD23_m97508243	309
ANKRD23_m97509704	125
ANKRD23_p97508174	559
ANKRD23_p97509708	729
ANKRD28_m15762614	358
ANKRD28_m15765934	344
ANKRD28_m15765977	718
ANKRD28_m15765997	487
ANKRD28_m15776931	447
ANKRD28_m15776981	226
ANKRD28_p15762602	426
ANKRD28_p15765918	245
ANKRD28_p15776913	238
ANKRD28_p15776985	568
ANKRD30A_m37414905	79
ANKRD30A_m37414912	106
ANKRD30A_m37414929	557
ANKRD30A_m37418840	457
ANKRD30A_m37418853	142
ANKRD30A_m37419146	584
ANKRD30A_p37414872	974
ANKRD30A_p37414914	238
ANKRD30A_p37418897	693
ANKRD30A_p37419128	690
ANKRD32_m93964532	481
ANKRD32_m93964547	323
ANKRD32_m93966225	205
ANKRD32_m93966312	492
ANKRD32_m93966323	721
ANKRD32_p93964503	212
ANKRD32_p93966192	107
ANKRD32_p93966205	505
ANKRD32_p93966264	155
ANKRD32_p93966350	401
ANKRD34B_m79855712	636
ANKRD34B_m79855775	277
ANKRD34B_m79855809	65
ANKRD34B_m79855825	391
ANKRD34B_m79855830	662
ANKRD34B_p79855681	133
ANKRD34B_p79855715	403
ANKRD34B_p79855753	280
ANKRD34B_p79855762	405
ANKRD34B_p79855778	194
ANKRD37_m186318356	323
ANKRD37_m186318363	639
ANKRD37_m186318391	511
ANKRD37_p186318067	473
ANKRD37_p186318288	533
ANKRD37_p186318305	253
ANKRD37_p186318312	127
ANKRD37_p186318372	395
ANKRD37_p186318378	758
ANKRD37_p186318400	232
ANKRD42_m82905739	1346
ANKRD42_p82905697	659
ANKRD42_p82909512	540
ANKRD42_p82909549	455
ANKRD42_p82909578	310
ANKRD42_p82917097	296
ANKRD42_p82917102	154
ANKRD42_p82917132	1198
ANKRD42_p82917163	308
ANKRD42_p82917185	453
ANKRD49_m94230080	196
ANKRD49_m94231243	221
ANKRD49_m94231375	816
ANKRD49_m94231441	487
ANKRD49_p94229927	31
ANKRD49_p94231228	780
ANKRD49_p94231267	624
ANKRD49_p94231331	320
ANKRD49_p94231346	690
ANKRD49_p94231408	174
ANKRD54_m38240105	174
ANKRD54_m38240172	1265
ANKRD54_m38240186	305
ANKRD54_m38240204	713
ANKRD54_m38240230	321
ANKRD54_p38240040	514
ANKRD54_p38240138	722
ANKRD54_p38240144	417
ANKRD54_p38240178	612
ANKRD54_p38240189	238
ANKRD6_m90276703	107
ANKRD6_m90276736	121
ANKRD6_m90276760	411
ANKRD6_m90305650	168
ANKRD6_p90276691	635
ANKRD6_p90276751	707
ANKRD6_p90276769	346
ANKRD6_p90276777	26
ANKRD6_p90276784	592
ANKRD6_p90276793	423
ANKRD7_m117864927	573
ANKRD7_m117864934	216
ANKRD7_m117865018	112
ANKRD7_m117874491	471
ANKRD7_m117874499	385
ANKRD7_m117874504	507
ANKRD7_m117874589	1081
ANKRD7_p117864913	526
ANKRD7_p117864968	280
ANKRD7_p117865027	222
ANKS1A_m34857226	147
ANKS1A_m34857366	675
ANKS1A_p34857184	297
ANKS1A_p34857197	675
ANKS1A_p34857230	590
ANKS1A_p34857237	266
ANKS1A_p34857248	853
ANKS1A_p34857254	393
ANKS1A_p34857357	257
ANKS1A_p34935004	254
ANKS1B_m99174925	210
ANKS1B_m99174959	115
ANKS1B_m99175905	487
ANKS1B_p99174931	270
ANKS1B_p99175896	601
ANKS1B_p99194776	284
ANKS1B_p99194817	673
ANKS1B_p99194841	705
ANKS1B_p99194852	258
ANKS1B_p99194858	164
ANLN_m36435893	251
ANLN_m36435899	59
ANLN_m36435937	1248
ANLN_m36435949	1397
ANLN_m36435985	190
ANLN_m36436013	215
ANLN_p36435861	407
ANLN_p36435878	667
ANLN_p36435929	555
ANLN_p36438739	250
ANO2_m6031813	264
ANO2_m6031825	445
ANO2_m6031870	315
ANO2_m6031914	267
ANO2_p6031804	348
ANO2_p6031815	404
ANO2_p6031834	984
ANO2_p6031878	201
ANO2_p6031919	351
ANO2_p6031924	299
ANO7_m242128077	1063
ANO7_m242128082	353
ANO7_m242128089	693
ANO7_m242128115	472
ANO7_m242128144	326
ANO7_p242128013	1067
ANO7_p242128027	345
ANO7_p242128032	435
ANO7_p242128100	346
ANO7_p242128117	603
ANP32A_m69079753	934
ANP32A_m69079791	98
ANP32A_m69079847	815
ANP32A_m69080110	26
ANP32A_m69080157	369
ANP32A_m69080242	496
ANP32A_p69076821	491
ANP32A_p69080126	451
ANP32A_p69080131	756
ANP32A_p69113021	347
ANP32B_m100745884	259
ANP32B_m100756998	331
ANP32B_m100760949	443
ANP32B_m100767297	761
ANP32B_m100767348	220
ANP32B_m100767376	518
ANP32B_p100756908	434
ANP32B_p100760938	679
ANP32B_p100767379	628
ANP32B_p100767403	1136
ANP32E_m150201446	321
ANP32E_m150201460	209
ANP32E_m150201515	600
ANP32E_m150204144	504
ANP32E_m150204149	521
ANP32E_m150204164	485
ANP32E_p150201494	174
ANP32E_p150201518	164
ANP32E_p150204115	432
ANP32E_p150204122	69
ANXA11_m81930562	270
ANXA11_m81930589	555
ANXA11_m81930659	395
ANXA11_m81932564	215
ANXA11_m81932606	580
ANXA11_p81930597	753
ANXA11_p81930624	650
ANXA11_p81932552	231
ANXA11_p81932567	192
ANXA11_p81932596	226
ANXA1_m75773474	447
ANXA1_m75773629	585
ANXA1_m75773658	1164
ANXA1_m75773668	1124
ANXA1_m75773676	922
ANXA1_p75773459	102
ANXA1_p75773464	303
ANXA1_p75773610	469
ANXA1_p75773619	490
ANXA1_p75773660	840
ANXA7_m75158069	139
ANXA7_m75158090	806
ANXA7_m75160570	339
ANXA7_m75160603	523
ANXA7_p75158072	248
ANXA7_p75158078	486
ANXA7_p75158093	463
ANXA7_p75158120	539
ANXA7_p75160549	554
ANXA7_p75160555	271
AP1AR_m113178939	339
AP1AR_m113181925	447
AP1AR_p113153256	670
AP1AR_p113153270	281
AP1AR_p113153276	1175
AP1AR_p113153298	156
AP1AR_p113153304	482
AP1AR_p113174390	236
AP1AR_p113178931	390
AP1AR_p113181912	70
AP3B2_m83358152	358
AP3B2_m83358170	569
AP3B2_m83358182	787
AP3B2_m83378347	275
AP3B2_m83378414	2235
AP3B2_p83358173	251
AP3B2_p83358186	672
AP3B2_p83378335	176
AP3B2_p83378359	188
AP3B2_p83378419	145
AP5Z1_m4820814	265
AP5Z1_m4820843	434
AP5Z1_p4815333	304
AP5Z1_p4815342	419
AP5Z1_p4815360	724
AP5Z1_p4815365	214
AP5Z1_p4820793	232
AP5Z1_p4820799	309
AP5Z1_p4820822	347
AP5Z1_p4820847	111
APAF1_m99042207	344
APAF1_m99042406	94
APAF1_m99042467	403
APAF1_m99042521	467
APAF1_m99042528	1570
APAF1_p99042163	56
APAF1_p99042193	802
APAF1_p99042212	983
APAF1_p99042478	178
APAF1_p99042511	351
APBA1_m72131935	469
APBA1_m72131967	126
APBA1_m72131983	389
APBA1_m72132041	465
APBA1_m72132050	529
APBA1_m72132072	1022
APBA1_m72132080	218
APBA1_m72132112	409
APBA1_p72131937	190
APBA1_p72132009	59
APBB1_m6424733	674
APBB1_m6424763	368
APBB1_m6424768	539
APBB1_m6424948	424
APBB1_m6424975	562
APBB1_m6424986	742
APBB1_p6424869	322
APBB1_p6424931	165
APBB1_p6424957	63
APBB1_p6424965	345
APBB2_m40829181	312
APBB2_m40829187	256
APBB2_m40829205	590
APBB2_p40827950	188
APBB2_p40827956	343
APBB2_p40829135	294
APBB2_p40829145	1687
APBB2_p40829155	1073
APBB2_p40829170	244
APBB2_p40829191	271
APC_m112102942	287
APC_m112102961	406
APC_m112102982	172
APC_p112102022	232
APC_p112102045	673
APC_p112102055	351
APC_p112102085	494
APC_p112102893	367
APC_p112102944	86
APC_p112102965	327
APEH_m49711939	318
APEH_m49711968	308
APEH_m49711981	771
APEH_m49711994	69
APEH_m49712001	376
APEH_m49712007	467
APEH_p49711824	0
APEH_p49711920	222
APEH_p49711926	355
APEH_p49711941	196
APEX1_m20924077	323
APEX1_m20924084	201
APEX1_m20924174	129
APEX1_m20924179	355
APEX1_m20924191	771
APEX1_p20923795	350
APEX1_p20923822	1013
APEX1_p20924112	1835
APEX1_p20924130	303
APEX1_p20924199	425
APEX2_m55029525	707
APEX2_m55030234	420
APEX2_m55030274	620
APEX2_p55029508	259
APEX2_p55029515	249
APEX2_p55030225	711
APEX2_p55030279	354
APEX2_p55032943	171
APEX2_p55032950	217
APEX2_p55032960	936
API5_m43333678	954
API5_m43333683	65
API5_m43342369	652
API5_m43342959	376
API5_m43342982	222
API5_p43333670	629
API5_p43333719	370
API5_p43333724	348
API5_p43357522	175
API5_p43363974	594
APITD1_m10490596	502
APITD1_m10493897	508
APITD1_m10493986	532
APITD1_p10490561	627
APITD1_p10490567	864
